player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Drew Brees,BreeDr00,passing,NOR,18,30,184,10,33.3,167,5.6,75,4.2,2.5,109,6.1,3,10.7%,3,10.7%,0,14,1,0,1,3.3%,0,NA,201911280atl
Taysom Hill,HillTa00,passing,NOR,0,1,0,0,0,6,6,0,NA,0,0,NA,0,0.0%,1,100.0%,0,0,1,0,1,100.0%,0,NA,201911280atl
Matt Ryan,RyanMa00,passing,ATL,35,50,312,18,30.5,345,6.9,223,6.4,4.5,89,2.5,0,0.0%,9,19.1%,9,30,4,4,17,27.4%,3,7,201911280atl
