player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Keenan Allen,AlleKe00,receiving,LAC,13,12,104,0,5,67,5.6,37,3.1,6.4,0,NA,0,0,0,100,202111070phi
Stephen Anderson,AndeSt01,receiving,LAC,4,4,39,1,2,-3,-0.8,42,10.5,-0.8,0,NA,0,0,0,146.9,202111070phi
Jared Cook,CookJa02,receiving,LAC,4,4,48,0,2,13,3.3,35,8.8,3.3,0,NA,0,0,0,116.7,202111070phi
Austin Ekeler,EkelAu00,receiving,LAC,3,3,23,0,2,-6,-2,29,9.7,-2,0,NA,0,0,0,98.6,202111070phi
Donald Parham,ParhDo00,receiving,LAC,3,3,39,1,3,20,6.7,19,6.3,6.7,1,3,0,0,0,158.3,202111070phi
Josh Palmer,PalmJo00,receiving,LAC,2,2,22,0,1,22,11,0,0,11,0,NA,0,0,0,112.5,202111070phi
Mike Williams,WillMi07,receiving,LAC,5,2,58,0,1,53,26.5,5,2.5,12.8,0,NA,1,20,0,83.7,202111070phi
Jalen Guyton,GuytJa01,receiving,LAC,2,1,19,0,1,11,11,8,8,9,0,NA,0,0,0,83.3,202111070phi
Joshua Kelley,KellJo01,receiving,LAC,1,1,4,0,NA,4,4,0,0,4,0,NA,0,0,0,83.3,202111070phi
DeVonta Smith,SmitDe07,receiving,PHI,6,5,116,1,5,99,19.8,17,3.4,17.5,0,NA,0,0,0,158.3,202111070phi
Dallas Goedert,GoedDa00,receiving,PHI,6,3,43,0,2,10,3.3,33,11,11.2,1,3,0,0,0,73.6,202111070phi
Quez Watkins,WatkQu00,receiving,PHI,3,2,9,0,NA,3,1.5,6,3,12,0,NA,0,0,0,70.1,202111070phi
Jalen Reagor,ReagJa00,receiving,PHI,1,1,-6,0,NA,-2,-2,-4,-4,-2,0,NA,0,0,0,79.2,202111070phi
