player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Keenan Allen,AlleKe00,receiving,LAC,10,7,53,0,2,39,5.6,14,2,8.8,0,NA,1,10,0,82.5,201910270chi
Hunter Henry,HenrHu00,receiving,LAC,6,4,47,0,2,36,9,11,2.8,8.7,0,NA,2,33.3,0,90.3,201910270chi
Mike Williams,WillMi07,receiving,LAC,6,3,69,0,2,62,20.7,7,2.3,18.7,0,NA,1,16.7,1,52.1,201910270chi
Austin Ekeler,EkelAu00,receiving,LAC,3,2,19,1,1,7,3.5,12,6,3,0,NA,0,0,0,123.6,201910270chi
Melvin Gordon,GordMe00,receiving,LAC,3,2,3,0,0,-2,-1,5,2.5,-2.3,0,NA,0,0,0,70.1,201910270chi
Virgil Green,GreeVi00,receiving,LAC,1,1,10,0,1,5,5,5,5,5,0,NA,0,0,0,108.3,201910270chi
Allen Robinson,RobiAl02,receiving,CHI,7,5,62,0,2,48,9.6,14,2.8,9.9,0,NA,0,0,0,98.5,201910270chi
Taylor Gabriel,GabrTa00,receiving,CHI,6,4,53,0,3,45,11.3,8,2,15.2,0,NA,0,0,0,94.4,201910270chi
David Montgomery,MontDa01,receiving,CHI,5,4,12,0,0,-5,-1.3,17,4.3,-0.6,1,4,0,0,0,79.2,201910270chi
Tarik Cohen,CoheTa00,receiving,CHI,3,3,37,0,1,13,4.3,24,8,4.3,0,NA,0,0,0,118.1,201910270chi
Anthony Miller,MillAn02,receiving,CHI,3,3,67,0,3,50,16.7,17,5.7,16.7,0,NA,0,0,0,118.7,201910270chi
Cordarrelle Patterson,PattCo00,receiving,CHI,2,2,1,0,NA,-5,-2.5,6,3,-2.5,0,NA,0,0,0,79.2,201910270chi
Trey Burton,BurtTr01,receiving,CHI,4,1,16,0,NA,16,16,0,0,12,0,NA,0,0,1,4.2,201910270chi
Mike Davis,DaviMi01,receiving,CHI,1,1,5,0,NA,3,3,2,2,3,0,NA,0,0,0,87.5,201910270chi
Adam Shaheen,ShahAd00,receiving,CHI,2,0,0,0,NA,0,NA,0,NA,2.5,0,NA,0,0,0,39.6,201910270chi
