player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Chris Godwin,GodwCh00,receiving,TAM,9,6,56,1,5,45,7.5,11,1.8,11.1,0,NA,0,0,1,81,201810140atl
Peyton Barber,BarbPe01,receiving,TAM,4,4,24,1,2,8,2,16,4,2,0,NA,0,0,0,131.2,201810140atl
Mike Evans,EvanMi00,receiving,TAM,5,4,58,0,3,52,13,6,1.5,12.8,0,NA,1,20,0,115,201810140atl
DeSean Jackson,JackDe00,receiving,TAM,9,4,77,0,4,67,16.8,10,2.5,20,0,NA,0,0,1,35.2,201810140atl
O.J. Howard,HowaO.00,receiving,TAM,4,4,62,1,4,43,10.8,19,4.8,10.8,0,NA,0,0,0,158.3,201810140atl
Ronald Jones II,JoneRo01,receiving,TAM,3,3,16,0,1,0,0,16,5.3,0,1,3,0,0,0,88.9,201810140atl
Adam Humphries,HumpAd00,receiving,TAM,4,3,82,0,3,31,10.3,51,17,11,0,NA,0,0,0,116.7,201810140atl
Cameron Brate,BratCa00,receiving,TAM,1,1,15,1,1,14,14,1,1,14,0,NA,0,0,0,158.3,201810140atl
Antony Auclair,AuclAn00,receiving,TAM,1,1,5,0,NA,4,4,1,1,4,0,NA,0,0,0,87.5,201810140atl
Julio Jones,JoneJu02,receiving,ATL,14,10,144,0,6,84,8.4,60,6,13.4,0,NA,1,7.1,0,104.5,201810140atl
Austin Hooper,HoopAu00,receiving,ATL,10,9,71,1,6,58,6.4,13,1.4,6.2,1,9,1,10,0,129.6,201810140atl
Justin Hardy,HardJu00,receiving,ATL,7,3,33,0,1,18,6,15,5,9.1,0,NA,1,14.3,0,57.4,201810140atl
Calvin Ridley,RidlCa00,receiving,ATL,3,3,47,0,3,38,12.7,9,3,12.7,0,NA,0,0,0,118.7,201810140atl
Mohamed Sanu,SanuMo00,receiving,ATL,2,2,46,1,2,21,10.5,25,12.5,10.5,0,NA,0,0,0,158.3,201810140atl
Ito Smith,SmitIt00,receiving,ATL,2,2,-1,0,0,-1,-0.5,0,0,-0.5,0,NA,0,0,0,79.2,201810140atl
Russell Gage,GageRu00,receiving,ATL,1,1,9,0,NA,2,2,7,7,2,0,NA,0,0,0,104.2,201810140atl
Tevin Coleman,ColeTe01,receiving,ATL,2,1,6,1,1,3,3,3,3,10.5,0,NA,0,0,0,95.8,201810140atl
