player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Teddy Bridgewater,BridTe00,passing,NOR,17,30,165,9,28.1,196,6.5,66,3.9,2.2,99,5.8,2,7.4%,3,11.1%,2,3,5,1,8,23.5%,2,2.5,201909150ram
Drew Brees,BreeDr00,passing,NOR,3,5,38,2,40,55,11,31,10.3,6.2,7,2.3,0,0.0%,1,20.0%,0,0,1,0,1,20.0%,0,NA,201909150ram
Jared Goff,GoffJa00,passing,LAR,19,28,283,11,35.5,200,7.1,137,7.2,4.9,146,7.7,2,7.1%,6,21.4%,3,5,4,1,8,25.8%,0,NA,201909150ram
