player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Frank Gore,GoreFr00,rushing,MIA,11,41,1,28,2.5,13,1.2,0,NA,201809300nwe
Kenyan Drake,DrakKe00,rushing,MIA,3,3,0,-1,-0.3,4,1.3,1,3,201809300nwe
Kalen Ballage,BallKa00,rushing,MIA,1,3,NA,3,3,0,0,0,NA,201809300nwe
Brock Osweiler,OsweBr00,rushing,MIA,1,7,0,7,7,0,0,0,NA,201809300nwe
Ryan Tannehill,TannRy00,rushing,MIA,1,0,0,0,0,0,0,0,NA,201809300nwe
Albert Wilson,WilsAl02,rushing,MIA,1,2,0,0,0,2,2,0,NA,201809300nwe
Sony Michel,MichSo00,rushing,NWE,25,112,6,51,2,61,2.4,1,25,201809300nwe
James White,WhitJa02,rushing,NWE,8,44,2,30,3.8,14,1.8,0,NA,201809300nwe
Kenjon Barner,BarnKe00,rushing,NWE,3,11,1,11,3.7,0,0,0,NA,201809300nwe
Brian Hoyer,HoyeBr00,rushing,NWE,3,-3,NA,-3,-1,0,0,0,NA,201809300nwe
Cordarrelle Patterson,PattCo00,rushing,NWE,1,11,1,-11,-11,22,22,1,1,201809300nwe
