player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Aaron Rodgers,RodgAa00,passing,GNB,16,35,160,9,23.1,298,8.5,79,4.9,2.3,81,5.1,4,12.9%,6,19.4%,4,18,1,7,12,29.3%,2,7,202010180tam
Tom Brady,BradTo00,passing,TAM,17,27,166,9,33.3,231,8.6,94,5.5,3.5,72,4.2,3,11.5%,6,23.1%,0,12,0,4,4,14.8%,0,NA,202010180tam
Blaine Gabbert,GabbBl00,passing,TAM,0,1,0,NA,NA,0,0,0,NA,0,0,NA,1,100.0%,0,0.0%,0,1,0,0,0,0.0%,1,2,202010180tam
