player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Eddie Jackson,JackEd01,defense,CHI,0,9,6,66.7%,39,6.5,4.3,0,75.7,6.7,36,3,1,1,0,0,1,10,3,23.1%,201909150den
Kyle Fuller,FullKy00,defense,CHI,1,9,6,66.7%,56,9.3,6.2,1,81,7.3,51,5,0,0,0,0,0,6,1,14.3%,201909150den
Roquan Smith,SmitRo07,defense,CHI,0,8,5,62.5%,26,5.2,3.3,0,67.7,1.9,13,13,5,1,0,0,1,13,1,7.1%,201909150den
Danny Trevathan,TrevDa00,defense,CHI,0,6,5,83.3%,53,10.6,8.8,0,103.5,4.7,19,34,2,0,1,0,1,12,0,0.0%,201909150den
Prince Amukamara,AmukPr00,defense,CHI,0,4,4,100.0%,50,12.5,12.5,0,118.7,8.8,35,15,0,0,0,0,0,7,0,0.0%,201909150den
Leonard Floyd,FloyLe00,defense,CHI,0,4,3,75.0%,4,1.3,1,0,77.1,0,-5,9,1,3,1,0,4,2,0,0.0%,201909150den
Buster Skrine,SkriBu00,defense,CHI,0,5,3,60.0%,25,8.3,5,0,72.9,5.2,10,15,4,1,1,0,2,4,1,20.0%,201909150den
Ha Ha Clinton-Dix,ClinHa00,defense,CHI,0,3,2,66.7%,17,8.5,5.7,0,81.2,11,10,7,2,0,0,0,0,3,1,25.0%,201909150den
Khalil Mack,MackKh00,defense,CHI,0,1,0,0.0%,NA,NA,0,NA,39.6,1,NA,NA,0,9,0,1,10,1,1,50.0%,201909150den
Akiem Hicks,HickAk00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,3,2,1,33.3%,201909150den
Eddie Goldman,GoldEd00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,3,0,0.0%,201909150den
Roy Robertson-Harris,RobeRo00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0.0%,201909150den
Nick Williams,WillNi01,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,2,0,0.0%,201909150den
Deon Bush,BushDe00,defense,CHI,0,1,0,0.0%,NA,NA,0,NA,39.6,5,NA,NA,0,0,0,0,0,0,0,NA,201909150den
Isaiah Irving,IrviIs00,defense,CHI,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,1,1,50.0%,201909150den
Josey Jewell,JeweJo00,defense,DEN,0,6,4,66.7%,37,9.3,6.2,0,83.3,6.7,3,34,4,0,0,0,0,6,3,33.3%,201909150den
Isaac Yiadom,YiadIs00,defense,DEN,0,3,3,100.0%,25,8.3,8.3,0,101.4,4,12,13,0,0,0,0,0,3,1,25.0%,201909150den
Chris Harris Jr.,HarrCh01,defense,DEN,0,5,3,60.0%,31,10.3,6.2,0,77.9,13.2,17,14,0,0,0,0,0,3,0,0.0%,201909150den
Kareem Jackson,JackKa99,defense,DEN,0,4,3,75.0%,16,5.3,4,0,81.2,9.5,24,-8,1,0,0,0,0,5,1,16.7%,201909150den
Justin Simmons,SimmJu00,defense,DEN,0,6,2,33.3%,5,2.5,0.8,0,42.4,10.8,-6,11,1,1,0,0,1,9,1,10.0%,201909150den
Bradley Chubb,ChubBr00,defense,DEN,0,1,1,100.0%,6,6,6,0,91.7,-1,-1,7,2,3,1,0,4,6,3,33.3%,201909150den
Shelby Harris,HarrSh00,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,5,0,0.0%,201909150den
Von Miller,MillVo00,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,1,2,0,0.0%,201909150den
Adam Gotsis,GotsAd00,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,1,33.3%,201909150den
DeMarcus Walker,WalkDe03,defense,DEN,0,1,0,0.0%,NA,NA,0,NA,39.6,-2,NA,NA,0,1,0,0,1,1,0,0.0%,201909150den
Malik Reed,ReedMa01,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,NA,201909150den
Derek Wolfe,WolfDe00,defense,DEN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5,1,16.7%,201909150den
