player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Raheem Mostert,MostRa00,rushing,SFO,10,69,3,56,5.6,13,1.3,0,NA,201912080nor
Matt Breida,BreiMa00,rushing,SFO,6,54,2,45,7.5,9,1.5,0,NA,201912080nor
Tevin Coleman,ColeTe01,rushing,SFO,3,6,NA,2,0.7,4,1.3,0,NA,201912080nor
Jimmy Garoppolo,GaroJi00,rushing,SFO,2,1,1,1,0.5,0,0,0,NA,201912080nor
Deebo Samuel,SamuDe00,rushing,SFO,2,33,1,26,13,7,3.5,0,NA,201912080nor
Richie James,JameRi00,rushing,SFO,1,-1,NA,-1,-1,0,0,0,NA,201912080nor
Alvin Kamara,KamaAl00,rushing,NOR,13,25,1,9,0.7,16,1.2,0,NA,201912080nor
Latavius Murray,MurrLa00,rushing,NOR,7,69,5,47,6.7,22,3.1,0,NA,201912080nor
Taysom Hill,HillTa00,rushing,NOR,5,13,1,1,0.2,12,2.4,0,NA,201912080nor
Drew Brees,BreeDr00,rushing,NOR,1,1,1,1,1,0,0,0,NA,201912080nor
Deonte Harris,HarrDe07,rushing,NOR,1,8,1,8,8,0,0,0,NA,201912080nor
