player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Kirk Cousins,CousKi00,passing,MIN,25,36,292,14,37.8,296,8.2,145,5.8,4,147,5.9,3,9.4%,3,9.4%,1,7,2,4,7,18.9%,0,NA,202011160chi
Nick Foles,FoleNi00,passing,CHI,15,26,106,8,28.6,188,7.2,60,4,2.3,46,3.1,0,0.0%,7,28.0%,2,13,0,8,10,34.5%,1,2,202011160chi
Tyler Bray,BrayTy00,passing,CHI,1,5,18,1,20,43,8.6,5,5,1,13,13,0,0.0%,3,75.0%,0,0,0,1,1,20.0%,0,NA,202011160chi
