player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Danny Amendola,AmenDa00,receiving,DET,10,7,77,0,5,25,3.6,52,7.4,4.6,0,NA,1,10,0,92.5,202011080min
T.J. Hockenson,HockTJ00,receiving,DET,8,5,39,1,2,27,5.4,12,2.4,7.5,0,NA,0,0,3,74.5,202011080min
Marvin Hall,HallMa02,receiving,DET,5,3,28,0,1,25,8.3,3,1,15.8,0,NA,1,20,0,75.4,202011080min
Kerryon Johnson,JohnKe06,receiving,DET,3,3,36,0,3,11,3.7,25,8.3,3.7,0,NA,0,0,0,116.7,202011080min
Marvin Jones,JoneMa02,receiving,DET,4,3,43,1,3,22,7.3,21,7,7.8,2,1.5,1,25,0,149,202011080min
Adrian Peterson,PeteAd01,receiving,DET,5,3,14,0,1,-1,-0.3,15,5,0.8,0,NA,0,0,0,64.6,202011080min
D'Andre Swift,SwifDA00,receiving,DET,5,3,33,0,1,11,3.7,22,7.3,4.8,0,NA,1,20,0,79.6,202011080min
Quintez Cephus,CephQu00,receiving,DET,2,2,31,0,2,17,8.5,14,7,8.5,0,NA,0,0,0,118.7,202011080min
Jason Cabinda,CabiJa00,receiving,DET,1,1,4,0,1,2,2,2,2,2,0,NA,0,0,0,83.3,202011080min
Jesse James,JameJe00,receiving,DET,1,1,0,0,NA,-1,-1,1,1,-1,0,NA,0,0,0,79.2,202011080min
Justin Jefferson,JeffJu00,receiving,MIN,4,3,64,0,2,46,15.3,18,6,22,0,NA,0,0,0,116.7,202011080min
Kyle Rudolph,RudoKy00,receiving,MIN,4,3,40,0,2,23,7.7,17,5.7,6.3,0,NA,0,0,0,106.2,202011080min
Dalvin Cook,CookDa01,receiving,MIN,2,2,46,0,2,6,3,40,20,3,1,2,0,0,0,118.7,202011080min
Irv Smith Jr.,SmitIr01,receiving,MIN,4,2,10,2,2,8,4,2,1,4.3,0,NA,0,0,0,95.8,202011080min
Adam Thielen,ThieAd00,receiving,MIN,5,2,38,0,2,26,13,12,6,16.8,1,2,1,20,0,67.1,202011080min
Ameer Abdullah,AbduAm00,receiving,MIN,1,1,22,1,1,-3,-3,25,25,-3,0,NA,0,0,0,158.3,202011080min
