player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Christian Kirk,KirkCh01,receiving,ARI,11,8,79,0,2,64,8,15,1.9,11.1,0,NA,0,0,0,92.6,201910270nor
Charles Clay,ClayCh00,receiving,ARI,3,3,88,0,3,68,22.7,20,6.7,22.7,0,NA,0,0,0,118.7,201910270nor
Damiere Byrd,ByrdDa00,receiving,ARI,5,2,18,0,1,8,4,10,5,11,0,NA,0,0,0,50.4,201910270nor
Chase Edmonds,EdmoCh00,receiving,ARI,4,2,5,0,0,-11,-5.5,16,8,-3.8,0,NA,1,25,0,56.2,201910270nor
Larry Fitzgerald,FitzLa00,receiving,ARI,4,2,8,0,1,1,0.5,7,3.5,4,0,NA,0,0,0,56.2,201910270nor
Zach Zenner,ZennZa00,receiving,ARI,1,1,13,0,1,-2,-2,15,15,-2,0,NA,0,0,0,118.7,201910270nor
Maxx Williams,WillMa04,receiving,ARI,1,1,9,0,NA,5,5,4,4,5,1,1,0,0,0,104.2,201910270nor
Darrell Daniels,DaniDa02,receiving,ARI,1,0,0,0,NA,0,NA,0,NA,3,0,NA,0,0,0,39.6,201910270nor
Trent Sherfield,SherTr00,receiving,ARI,2,0,0,0,NA,0,NA,0,NA,16.5,0,NA,0,0,0,39.6,201910270nor
Michael Thomas,ThomMi05,receiving,NOR,11,11,112,1,8,31,2.8,81,7.4,2.8,0,NA,0,0,0,139.4,201910270nor
Latavius Murray,MurrLa00,receiving,NOR,12,9,55,1,2,-8,-0.9,63,7,-0.3,2,4.5,1,8.3,0,111.5,201910270nor
Josh Hill,HillJo02,receiving,NOR,5,3,39,0,1,10,3.3,29,9.7,7.6,0,NA,0,0,0,84.6,201910270nor
Taysom Hill,HillTa00,receiving,NOR,3,3,63,1,3,31,10.3,32,10.7,10.3,0,NA,0,0,0,158.3,201910270nor
Ted Ginn Jr.,GinnTe00,receiving,NOR,3,2,42,0,2,41,20.5,1,0.5,15.7,0,NA,0,0,0,109.7,201910270nor
Deonte Harris,HarrDe07,receiving,NOR,2,2,17,0,1,1,0.5,16,8,0.5,0,NA,0,0,0,102.1,201910270nor
Dan Arnold,ArnoDa00,receiving,NOR,3,2,25,0,1,23,11.5,2,1,14.7,0,NA,0,0,0,92.4,201910270nor
Zach Line,LineZa01,receiving,NOR,2,1,11,0,1,-3,-3,14,14,11,0,NA,0,0,1,27.1,201910270nor
Austin Carr,CarrAu00,receiving,NOR,2,1,9,0,1,5,5,4,4,8.5,0,NA,0,0,0,62.5,201910270nor
