player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
A.J. Brown,BrowAJ00,receiving,TEN,8,4,124,1,3,71,17.8,53,13.3,18.1,0,NA,0,0,0,135.4,201912290htx
Corey Davis,DaviCo03,receiving,TEN,5,4,44,0,4,35,8.8,9,2.3,12.6,0,NA,0,0,0,103.3,201912290htx
MyCole Pruitt,PruiMy00,receiving,TEN,2,2,13,1,2,3,1.5,10,5,1.5,0,NA,0,0,0,133.3,201912290htx
Khari Blasingame,BlasKh00,receiving,TEN,1,1,7,0,NA,0,0,7,7,0,0,NA,0,0,0,95.8,201912290htx
Rashard Davis,DaviRa01,receiving,TEN,1,1,16,0,1,16,16,0,0,16,0,NA,0,0,0,118.7,201912290htx
Anthony Firkser,FirkAn00,receiving,TEN,2,1,5,0,NA,3,3,2,2,11,0,NA,0,0,0,56.2,201912290htx
Tajae Sharpe,SharTa00,receiving,TEN,2,1,13,0,1,13,13,0,0,17.5,0,NA,0,0,0,70.8,201912290htx
DeAndre Carter,CartDe02,receiving,HOU,7,6,65,0,3,41,6.8,24,4,9,0,NA,0,0,0,105.4,201912290htx
Jordan Akins,AkinJo00,receiving,HOU,7,5,54,0,3,26,5.2,28,5.6,8,2,2.5,0,0,1,54.2,201912290htx
Duke Johnson,JohnDu00,receiving,HOU,6,5,45,0,3,1,0.2,44,8.8,4.3,0,NA,0,0,0,97.9,201912290htx
Steven Mitchell,MitcSt02,receiving,HOU,5,2,37,0,2,23,11.5,14,7,17.2,0,NA,0,0,0,66.2,201912290htx
Keke Coutee,CoutKe00,receiving,HOU,3,1,7,0,NA,2,2,5,5,5,0,NA,0,0,0,42.4,201912290htx
Taiwan Jones,JoneTa00,receiving,HOU,1,1,9,0,0,-3,-3,12,12,-3,0,NA,0,0,0,104.2,201912290htx
Jordan Thomas,ThomJo05,receiving,HOU,3,1,8,0,NA,5,5,3,3,2.7,0,NA,0,0,0,42.4,201912290htx
