player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Baker Mayfield,MayfBa00,passing,CLE,22,36,180,9,23.7,283,7.9,69,3.1,1.9,111,5,1,3.0%,7,21.2%,2,21,8,5,15,38.5%,1,9,201810280pit
Ben Roethlisberger,RoetBe00,passing,PIT,24,36,257,14,37.8,291,8.1,137,5.7,3.8,120,5,2,5.7%,6,17.1%,1,11,3,0,4,10.8%,0,NA,201810280pit
