player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Lamar Jackson,JackLa00,passing,BAL,9,20,143,5,23.8,201,10.1,106,11.8,5.3,37,4.1,3,15.0%,3,15.0%,1,4,4,0,5,19.2%,5,17.2,201910200sea
Russell Wilson,WilsRu00,passing,SEA,20,41,241,10,23.8,459,11.2,177,8.9,4.3,64,3.2,3,7.9%,13,34.2%,1,17,6,7,14,31.8%,2,10,201910200sea
