player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Matt Ryan,RyanMa00,passing,ATL,26,38,350,17,42.5,235,6.2,112,4.3,2.9,238,9.2,2,5.4%,3,8.1%,2,17,2,2,6,15.0%,0,NA,201811040was
Alex Smith,SmitAl03,passing,WAS,30,46,306,15,30.6,386,8.4,179,6,3.9,127,4.2,1,2.3%,6,13.6%,3,11,7,3,13,26.0%,1,22,201811040was
