player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Derek Carr,CarrDe02,passing,OAK,24,33,268,10,27.8,228,6.9,149,6.2,4.5,119,5,0,0.0%,2,6.7%,3,8,3,2,8,21.6%,1,5,201810070sdg
Philip Rivers,RivePh00,passing,LAC,22,27,339,13,46.4,185,6.9,145,6.6,5.4,194,8.8,0,0.0%,1,3.8%,1,5,0,1,2,7.1%,0,NA,201810070sdg
