player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Mike Davis,DaviMi01,rushing,CAR,7,12,1,2,0.3,10,1.4,0,NA,202010250nor
Teddy Bridgewater,BridTe00,rushing,CAR,2,10,1,6,3,4,2,0,NA,202010250nor
Myles Hartsfield,HartMy00,rushing,CAR,2,2,NA,0,0,2,1,0,NA,202010250nor
Alex Armah,ArmaAl00,rushing,CAR,1,1,1,0,0,1,1,0,NA,202010250nor
Trenton Cannon,CannTr00,rushing,CAR,1,7,NA,5,5,2,2,0,NA,202010250nor
Curtis Samuel,SamuCu00,rushing,CAR,1,5,1,3,3,2,2,0,NA,202010250nor
Alvin Kamara,KamaAl00,rushing,NOR,14,83,4,44,3.1,39,2.8,1,14,202010250nor
Latavius Murray,MurrLa00,rushing,NOR,11,47,2,27,2.5,20,1.8,0,NA,202010250nor
Drew Brees,BreeDr00,rushing,NOR,3,2,2,0,0,2,0.7,0,NA,202010250nor
Taysom Hill,HillTa00,rushing,NOR,1,6,1,3,3,3,3,0,NA,202010250nor
