player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Todd Gurley,GurlTo01,rushing,ATL,21,61,2,34,1.6,27,1.3,0,NA,202009200dal
Ito Smith,SmitIt00,rushing,ATL,5,20,NA,15,3,5,1,0,NA,202009200dal
Matt Ryan,RyanMa00,rushing,ATL,4,16,1,14,3.5,2,0.5,0,NA,202009200dal
Brian Hill,HillBr02,rushing,ATL,3,14,1,11,3.7,3,1,0,NA,202009200dal
Keith Smith,SmitKe03,rushing,ATL,1,2,1,1,1,1,1,0,NA,202009200dal
Ezekiel Elliott,ElliEz00,rushing,DAL,22,89,6,42,1.9,47,2.1,2,11,202009200dal
Dak Prescott,PresDa01,rushing,DAL,5,18,3,12,2.4,6,1.2,0,NA,202009200dal
Tony Pollard,PollTo00,rushing,DAL,2,6,NA,3,1.5,3,1.5,0,NA,202009200dal
CeeDee Lamb,LambCe00,rushing,DAL,1,9,0,8,8,1,1,0,NA,202009200dal
Darian Thompson,ThomDa05,rushing,DAL,1,3,NA,3,3,0,0,0,NA,202009200dal
