player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Rhamondre Stevenson,StevRh00,rushing,NWE,24,78,5,19,0.8,59,2.5,7,3.4,202112060buf
Damien Harris,HarrDa06,rushing,NWE,10,111,3,35,3.5,76,7.6,0,NA,202112060buf
Mac Jones,JoneMa05,rushing,NWE,5,-3,1,-7,-1.4,4,0.8,0,NA,202112060buf
Brandon Bolden,BoldBr00,rushing,NWE,4,28,1,12,3,16,4,0,NA,202112060buf
Nelson Agholor,AghoNe00,rushing,NWE,1,6,NA,1,1,5,5,1,1,202112060buf
Kendrick Bourne,BourKe00,rushing,NWE,1,3,NA,0,0,3,3,0,NA,202112060buf
Jonnu Smith,SmitJo01,rushing,NWE,1,-1,0,-1,-1,0,0,0,NA,202112060buf
Devin Singletary,SingDe00,rushing,BUF,10,36,2,6,0.6,30,3,0,NA,202112060buf
Zack Moss,MossZa00,rushing,BUF,8,21,1,11,1.4,10,1.3,0,NA,202112060buf
Josh Allen,AlleJo02,rushing,BUF,6,39,2,19,3.2,20,3.3,0,NA,202112060buf
Matt Breida,BreiMa00,rushing,BUF,1,3,0,1,1,2,2,0,NA,202112060buf
