player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Russell Wilson,WilsRu00,passing,SEA,14,17,248,11,57.9,187,11,184,13.1,10.8,64,4.6,0,0.0%,3,17.6%,2,9,2,1,5,26.3%,0,NA,201810280det
Matthew Stafford,StafMa00,passing,DET,27,40,310,17,39.5,289,7.2,146,5.4,3.7,164,6.1,2,5.1%,5,12.8%,3,4,5,2,10,22.7%,1,6,201810280det
