player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Joe Flacco,FlacJo00,passing,BAL,32,55,376,20,33.9,509,9.3,229,7.2,4.2,147,4.6,3,5.7%,8,15.1%,4,18,7,6,17,28.3%,1,2,201809130cin
Andy Dalton,DaltAn00,passing,CIN,24,42,265,14,33.3,257,6.1,128,5.3,3,137,5.7,4,9.8%,6,14.6%,0,11,3,4,7,16.7%,0,NA,201809130cin
