player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Steven Nelson,NelsSt01,defense,PIT,0,13,7,53.8%,80,11.4,6.2,1,98.2,18.3,38,42,0,0,0,0,0,6,0,0.0%,202012130buf
Cameron Sutton,SuttCa00,defense,PIT,0,8,5,62.5%,58,11.6,7.3,0,84.4,9.6,20,38,1,1,0,0,1,2,1,33.3%,202012130buf
Avery Williamson,WillAv00,defense,PIT,0,6,4,66.7%,47,11.8,7.8,0,90.3,6.2,20,27,15,0,1,0,1,11,0,0.0%,202012130buf
Mike Hilton,HiltMi01,defense,PIT,1,7,4,57.1%,22,5.5,3.1,0,23.2,7.9,12,10,7,0,0,0,0,5,2,28.6%,202012130buf
Minkah Fitzpatrick,FitzMi00,defense,PIT,0,2,1,50.0%,13,13,6.5,1,110.4,14,13,0,0,0,0,0,0,6,2,25.0%,202012130buf
Terrell Edmunds,EdmuTe00,defense,PIT,0,4,1,25.0%,4,4,1,0,39.6,16.8,2,2,6,0,0,0,0,8,0,0.0%,202012130buf
Marcus Allen,AlleMa03,defense,PIT,0,1,1,100.0%,2,2,2,0,79.2,-3,-3,5,11,0,0,0,0,8,1,11.1%,202012130buf
Justin Layne,LaynJu00,defense,PIT,0,2,1,50.0%,12,12,6,0,68.7,5.5,6,6,0,0,0,0,0,2,0,0.0%,202012130buf
Cameron Heyward,HeywCa01,defense,PIT,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,3,3,0,0.0%,202012130buf
T.J. Watt,WattT.00,defense,PIT,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,3,2,0,0.0%,202012130buf
Tyson Alualu,AluaTy99,defense,PIT,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,4,1,20.0%,202012130buf
Olasunkanmi Adeniyi,AdenOl00,defense,PIT,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0.0%,202012130buf
Alex Highsmith,HighAl02,defense,PIT,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,50.0%,202012130buf
Ulysees Gilbert,GilbUl00,defense,PIT,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,4,0,0.0%,202012130buf
Tre'Davious White,WhitTr01,defense,BUF,0,10,7,70.0%,53,7.6,5.3,1,115.8,6.3,15,38,3,0,1,0,1,4,1,20.0%,202012130buf
Taron Johnson,JohnTa01,defense,BUF,1,5,4,80.0%,46,11.5,9.2,0,65.4,4,16,30,2,0,0,0,0,7,2,22.2%,202012130buf
Jordan Poyer,PoyeJo00,defense,BUF,0,5,3,60.0%,21,7,4.2,0,69.6,2,11,10,3,1,0,0,1,9,0,0.0%,202012130buf
Levi Wallace,WallLe00,defense,BUF,1,8,2,25.0%,25,12.5,3.1,1,40.1,9.4,19,6,0,0,0,0,0,1,0,0.0%,202012130buf
Tremaine Edmunds,EdmuTr01,defense,BUF,0,2,1,50.0%,7,7,3.5,0,58.3,3.5,0,7,5,0,1,0,1,6,1,14.3%,202012130buf
A.J. Klein,KleiAJ00,defense,BUF,0,1,1,100.0%,8,8,8,0,100,-5,-5,13,2,0,0,0,0,5,2,28.6%,202012130buf
Josh Norman,NormJo01,defense,BUF,0,2,1,50.0%,4,4,2,0,56.2,19.5,3,1,0,0,0,0,0,2,0,0.0%,202012130buf
Jerry Hughes,HughJe99,defense,BUF,0,1,1,100.0%,13,13,13,0,118.7,6,6,7,0,0,0,0,0,1,2,66.7%,202012130buf
Siran Neal,NealSi00,defense,BUF,0,1,1,100.0%,9,9,9,0,104.2,5,5,4,0,0,0,0,0,2,0,0.0%,202012130buf
Micah Hyde,HydeMi00,defense,BUF,0,2,1,50.0%,1,1,0.5,0,56.2,8.5,1,0,0,0,0,0,0,4,0,0.0%,202012130buf
Matt Milano,MilaMa00,defense,BUF,0,1,0,0.0%,NA,NA,0,NA,39.6,5,NA,NA,4,0,1,1,2,3,1,25.0%,202012130buf
Ed Oliver,OlivEd00,defense,BUF,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,1,0,0.0%,202012130buf
Quinton Jefferson,JeffQu00,defense,BUF,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0.0%,202012130buf
Justin Zimmer,ZimmJu00,defense,BUF,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,NA,202012130buf
