player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Denzel Ward,WardDe02,defense,CLE,0,7,3,42.9%,44,14.7,6.3,1,103.6,14.3,39,5,2,0,1,0.5,2,4,0,0.0%,202110030min
Troy Hill,HillTr01,defense,CLE,0,6,3,50.0%,23,7.7,3.8,0,59.7,4.5,10,13,0,0,0,0,0,4,1,20.0%,202110030min
Malcolm Smith,SmitMa02,defense,CLE,0,3,3,100.0%,38,12.7,12.7,0,118.7,10.3,31,7,0,0,0,0,0,8,0,0.0%,202110030min
M.J. Stewart,StewM.00,defense,CLE,0,4,3,75.0%,11,3.7,2.8,0,77.1,-0.5,2,9,0,0,0,0,0,4,0,0.0%,202110030min
Greedy Williams,WillGr00,defense,CLE,1,5,3,60.0%,26,8.7,5.2,0,34.2,15.8,22,4,0,0,0,0,0,6,0,0.0%,202110030min
Sione Takitaki,TakiSi00,defense,CLE,0,4,2,50.0%,18,9,4.5,0,62.5,1.3,5,13,2,0,0,0,0,2,1,33.3%,202110030min
Elijah Lee,LeexEl00,defense,CLE,0,1,1,100.0%,17,17,17,0,118.7,16,16,1,0,0,0,0,0,2,0,0.0%,202110030min
A.J. Green,GreeAJ00,defense,CLE,0,1,1,100.0%,20,20,20,0,118.7,20,20,0,0,0,0,0,0,2,0,0.0%,202110030min
Grant Delpit,DelpGr00,defense,CLE,0,1,1,100.0%,6,6,6,0,91.7,-6,-6,12,0,0,0,0,0,3,0,0.0%,202110030min
Myles Garrett,GarrMy00,defense,CLE,0,1,0,0.0%,NA,NA,0,NA,39.6,-4,NA,NA,0,2,3,0.5,6,5,0,0.0%,202110030min
Jadeveon Clowney,ClowJa00,defense,CLE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,3,1,0,0.0%,202110030min
Malik Jackson,JackMa02,defense,CLE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,2,1,33.3%,202110030min
Malik McDowell,McDoMa00,defense,CLE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,2,1,33.3%,202110030min
John Johnson,JohnJo10,defense,CLE,0,2,0,0.0%,NA,NA,0,NA,39.6,15.5,NA,NA,1,0,1,0,1,2,1,33.3%,202110030min
Takkarist McKinley,McKiTa00,defense,CLE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0.0%,202110030min
Jeremiah Owusu-Koramoah,OwusJe00,defense,CLE,0,1,0,0.0%,NA,NA,0,NA,39.6,-4,NA,NA,3,0,0,0,0,7,0,0.0%,202110030min
Ronnie Harrison,HarrRo02,defense,CLE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0.0%,202110030min
Nick Vigil,VigiNi00,defense,MIN,0,4,3,75.0%,19,6.3,4.8,0,84.4,-1.3,-9,28,1,0,0,0,0,4,2,33.3%,202110030min
Patrick Peterson,PetePa00,defense,MIN,0,5,2,40.0%,20,10,4,0,52.1,10.2,13,7,0,0,0,0,0,2,0,0.0%,202110030min
Bashaud Breeland,BreeBa00,defense,MIN,0,2,2,100.0%,24,12,12,0,116.7,6,12,12,0,0,0,0,0,2,0,0.0%,202110030min
Blake Lynch,LyncBl00,defense,MIN,0,3,2,66.7%,12,6,4,0,74.3,4.7,8,4,0,0,0,0,0,8,0,0.0%,202110030min
Harrison Smith,SmitHa00,defense,MIN,0,4,2,50.0%,43,21.5,10.8,0,88.5,18.5,37,6,2,0,0,0,0,8,0,0.0%,202110030min
Danielle Hunter,HuntDa01,defense,MIN,0,1,1,100.0%,9,9,9,0,104.2,-3,-3,12,0,2,0,1,3,7,0,0.0%,202110030min
Xavier Woods,WoodXa00,defense,MIN,0,1,1,100.0%,11,11,11,0,112.5,-3,-3,14,0,0,0,0,0,11,0,0.0%,202110030min
Cameron Dantzler,DantCa00,defense,MIN,0,5,1,20.0%,12,12,2.4,0,39.6,15.6,12,0,0,0,0,0,0,5,0,0.0%,202110030min
Eric Kendricks,KendEr00,defense,MIN,0,2,1,50.0%,5,5,2.5,0,56.2,4,4,1,6,0,0,0,0,10,1,9.1%,202110030min
Everson Griffen,GrifEv99,defense,MIN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,1,3,3,0,0.0%,202110030min
Sheldon Richardson,RichSh00,defense,MIN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,5,0,0.0%,202110030min
Dalvin Tomlinson,TomlDa00,defense,MIN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,3,0,0.0%,202110030min
Mackensie Alexander,AlexMa01,defense,MIN,0,4,0,0.0%,NA,NA,0,NA,39.6,23.5,NA,NA,0,0,0,0,0,0,0,NA,202110030min
Michael Pierce,PierMi00,defense,MIN,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,2,66.7%,202110030min
