player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Case Keenum,KeenCa00,passing,DEN,22,34,192,8,21.6,183,5.4,120,5.5,3.5,72,3.3,1,3.1%,6,18.8%,3,14,6,2,11,29.7%,0,NA,201809230rav
Joe Flacco,FlacJo00,passing,BAL,25,40,277,13,31,365,9.1,180,7.2,4.5,97,3.9,3,7.9%,6,15.8%,2,15,3,1,6,14.3%,0,NA,201809230rav
