player,url,type,position,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct,pfr_game_id,season
Terrance Smith,/players/S/SmitTe04.htm,home,LB,0,0,3,6,18,64,201710020kan,2017
Steven Terrell,/players/T/TerrSt00.htm,home,FS,0,0,0,0,22,79,201710020kan,2017
Ukeme Eligwe,/players/E/EligUk00.htm,home,LB,0,0,0,0,22,79,201710020kan,2017
Kenneth Acker,/players/A/AckeKe00.htm,home,CB,0,0,0,0,15,54,201710020kan,2017
Harrison Butker,/players/B/ButkHa00.htm,home,K,0,0,0,0,12,43,201710020kan,2017
Tanoh Kpassagnon,/players/K/KpasTa00.htm,home,LB,0,0,0,0,11,39,201710020kan,2017
Dustin Colquitt,/players/C/ColqDu20.htm,home,P,0,0,0,0,9,32,201710020kan,2017
James Winchester,/players/W/WincJa00.htm,home,LS,0,0,0,0,9,32,201710020kan,2017
Ramik Wilson,/players/W/WilsRa00.htm,home,LB,0,0,0,0,4,14,201710020kan,2017
Brandon Scherff,/players/S/ScheBr00.htm,away,G,50,100,0,0,4,14,201710020kan,2017
Morgan Moses,/players/M/MoseMo00.htm,away,T,50,100,0,0,4,14,201710020kan,2017
Spencer Long,/players/L/LongSp00.htm,away,C,50,100,0,0,4,14,201710020kan,2017
Shawn Lauvao,/players/L/LauvSh20.htm,away,G,50,100,0,0,4,14,201710020kan,2017
Kirk Cousins,/players/C/CousKi00.htm,away,QB,50,100,0,0,0,0,201710020kan,2017
Trent Williams,/players/W/WillTr21.htm,away,T,46,92,0,0,0,0,201710020kan,2017
Terrelle Pryor,/players/P/PryoTe00.htm,away,WR,43,86,0,0,0,0,201710020kan,2017
Jamison Crowder,/players/C/CrowJa00.htm,away,WR,36,72,0,0,3,11,201710020kan,2017
Vernon Davis,/players/D/DaviVe00.htm,away,TE,35,70,0,0,0,0,201710020kan,2017
Chris Thompson,/players/T/ThomCh03.htm,away,RB,26,52,0,0,6,21,201710020kan,2017
Niles Paul,/players/P/PaulNi00.htm,away,TE,24,48,0,0,14,50,201710020kan,2017
Ryan Grant,/players/G/GranRy01.htm,away,WR,22,44,0,0,5,18,201710020kan,2017
Josh Doctson,/players/D/DoctJo00.htm,away,WR,17,34,0,0,0,0,201710020kan,2017
Jordan Reed,/players/R/ReedJo02.htm,away,TE,14,28,0,0,0,0,201710020kan,2017
Samaje Perine,/players/P/PeriSa00.htm,away,RB,12,24,0,0,6,21,201710020kan,2017
Robert Kelley,/players/K/KellRo00.htm,away,RB,12,24,0,0,0,0,201710020kan,2017
Jeremy Sprinkle,/players/S/SpriJe00.htm,away,TE,7,14,0,0,2,7,201710020kan,2017
T.J. Clemmings,/players/C/ClemT.00.htm,away,T,6,12,0,0,4,14,201710020kan,2017
Bashaud Breeland,/players/B/BreeBa00.htm,away,CB,0,0,76,100,15,54,201710020kan,2017
D.J. Swearinger,/players/S/SweaDJ00.htm,away,FS,0,0,76,100,6,21,201710020kan,2017
Zach Brown,/players/B/BrowZa00.htm,away,LB,0,0,74,97,6,21,201710020kan,2017
Preston Smith,/players/S/SmitPr00.htm,away,LB,0,0,61,80,6,21,201710020kan,2017
Ryan Kerrigan,/players/K/KerrRy00.htm,away,LB,0,0,57,75,6,21,201710020kan,2017
Montae Nicholson,/players/N/NichMo00.htm,away,FS,0,0,46,61,6,21,201710020kan,2017
Evander Hood,/players/H/HoodEv99.htm,away,NT,0,0,44,58,4,14,201710020kan,2017
Martrell Spaight,/players/S/SpaiMa00.htm,away,LB,0,0,43,57,9,32,201710020kan,2017
Kendall Fuller,/players/F/FullKe00.htm,away,CB,0,0,42,55,4,14,201710020kan,2017
Matthew Ioannidis,/players/I/IoanMa01.htm,away,DE,0,0,40,53,17,61,201710020kan,2017
Quinton Dunbar,/players/D/DunbQu00.htm,away,CB,0,0,37,49,12,43,201710020kan,2017
Jonathan Allen,/players/A/AlleJo01.htm,away,DE,0,0,37,49,8,29,201710020kan,2017
Terrell McClain,/players/M/McClTe00.htm,away,DE,0,0,33,43,6,21,201710020kan,2017
Mason Foster,/players/F/FostMa00.htm,away,LB,0,0,32,42,4,14,201710020kan,2017
Stacy McGee,/players/M/McGeSt01.htm,away,DE,0,0,32,42,0,0,201710020kan,2017
Josh Norman,/players/N/NormJo01.htm,away,CB,0,0,26,34,0,0,201710020kan,2017
Junior Galette,/players/G/GaleJu00.htm,away,LB,0,0,26,34,0,0,201710020kan,2017
Deshazor Everett,/players/E/EverDe01.htm,away,SS,0,0,18,24,13,46,201710020kan,2017
Fabian Moreau,/players/M/MoreFa00.htm,away,CB,0,0,13,17,24,86,201710020kan,2017
Stefan McClure,/players/M/McClSt01.htm,away,SS,0,0,12,16,22,79,201710020kan,2017
Ryan Anderson,/players/A/AndeRy00.htm,away,LB,0,0,8,11,8,29,201710020kan,2017
William Compton,/players/C/CompWi00.htm,away,LB,0,0,2,3,18,64,201710020kan,2017
Chris Carter,/players/C/CartCh00.htm,away,LB,0,0,1,1,24,86,201710020kan,2017
Chase Roullier,/players/R/RoulCh00.htm,away,C,0,0,0,0,9,32,201710020kan,2017
Dustin Hopkins,/players/H/HopkDu00.htm,away,K,0,0,0,0,9,32,201710020kan,2017
Nick Sundberg,/players/S/SundNi00.htm,away,LS,0,0,0,0,8,29,201710020kan,2017
Tress Way,/players/W/WayxTr00.htm,away,P,0,0,0,0,8,29,201710020kan,2017
J.R. Sweezy,/players/S/SweeJ.00.htm,home,G,72,100,0,0,5,17,201710050tam,2017
Donovan Smith,/players/S/SmitDo02.htm,home,T,72,100,0,0,5,17,201710050tam,2017
Demar Dotson,/players/D/DotsDe00.htm,home,T,72,100,0,0,5,17,201710050tam,2017
Jameis Winston,/players/W/WinsJa00.htm,home,QB,72,100,0,0,0,0,201710050tam,2017
Ali Marpet,/players/M/MarpAl00.htm,home,C,72,100,0,0,0,0,201710050tam,2017
Mike Evans,/players/E/EvanMi00.htm,home,WR,68,94,0,0,0,0,201710050tam,2017
DeSean Jackson,/players/J/JackDe00.htm,home,WR,52,72,0,0,0,0,201710050tam,2017
Adam Humphries,/players/H/HumpAd00.htm,home,WR,52,72,0,0,0,0,201710050tam,2017
Cameron Brate,/players/B/BratCa00.htm,home,TE,49,68,0,0,1,3,201710050tam,2017
O.J. Howard,/players/H/HowaO.00.htm,home,TE,41,57,0,0,0,0,201710050tam,2017
Kevin Pamphile,/players/P/PampKe00.htm,home,G,39,54,0,0,5,17,201710050tam,2017
Evan Dietrich-Smith,/players/D/DietEv00.htm,home,G,33,46,0,0,5,17,201710050tam,2017
Charles Sims,/players/S/SimsCh00.htm,home,RB,32,44,0,0,0,0,201710050tam,2017
Doug Martin,/players/M/MartDo00.htm,home,RB,26,36,0,0,0,0,201710050tam,2017
Chris Godwin,/players/G/GodwCh00.htm,home,WR,17,24,0,0,13,45,201710050tam,2017
Jacquizz Rodgers,/players/R/RodgJa00.htm,home,RB,13,18,0,0,6,21,201710050tam,2017
Luke Stocker,/players/S/StocLu00.htm,home,TE,6,8,0,0,15,52,201710050tam,2017
Bernard Reedy,/players/R/ReedBe01.htm,home,WR,3,4,0,0,10,34,201710050tam,2017
Antony Auclair,/players/A/AuclAn00.htm,home,TE,1,1,0,0,20,69,201710050tam,2017
Adarius Taylor,/players/G/GlanAd00.htm,home,LB,0,0,74,100,7,24,201710050tam,2017
Justin Evans,/players/E/EvanJu00.htm,home,SS,0,0,74,100,7,24,201710050tam,2017
Vernon Hargreaves III,/players/H/HargVe00.htm,home,CB,0,0,74,100,6,21,201710050tam,2017
Chris Conte,/players/C/ContCh00.htm,home,SS,0,0,74,100,6,21,201710050tam,2017
Kendell Beckwith,/players/B/BeckKe00.htm,home,LB,0,0,74,100,6,21,201710050tam,2017
Brent Grimes,/players/G/GrimBr20.htm,home,CB,0,0,74,100,1,3,201710050tam,2017
Gerald McCoy,/players/M/McCoGe99.htm,home,DT,0,0,66,89,6,21,201710050tam,2017
Noah Spence,/players/S/SpenNo00.htm,home,DE,0,0,60,81,0,0,201710050tam,2017
Robert McClain,/players/M/McClRo98.htm,home,CB,0,0,59,80,6,21,201710050tam,2017
Robert Ayers,/players/A/AyerRo99.htm,home,DE,0,0,48,65,6,21,201710050tam,2017
William Gholston,/players/G/GholWi00.htm,home,DE,0,0,37,50,6,21,201710050tam,2017
Clinton McDonald,/players/M/McDoCl99.htm,home,DT,0,0,37,50,6,21,201710050tam,2017
Chris Baker,/players/B/BakeCh99.htm,home,DT,0,0,30,41,0,0,201710050tam,2017
Devante Bond,/players/B/BondDe00.htm,home,LB,0,0,15,20,24,83,201710050tam,2017
Ryan Russell,/players/R/RussRy00.htm,home,DE,0,0,11,15,4,14,201710050tam,2017
Will Clarke,/players/C/ClarWi00.htm,home,DE,0,0,6,8,9,31,201710050tam,2017
Javien Elliott,/players/E/ElliJa01.htm,home,CB,0,0,1,1,10,34,201710050tam,2017
Ryan Smith,/players/S/SmitRy00.htm,home,CB,0,0,0,0,23,79,201710050tam,2017
Cameron Lynch,/players/L/LyncCa00.htm,home,LB,0,0,0,0,18,62,201710050tam,2017
Peyton Barber,/players/B/BarbPe01.htm,home,RB,0,0,0,0,18,62,201710050tam,2017
Isaiah Johnson,/players/J/JohnIs00.htm,home,FS,0,0,0,0,18,62,201710050tam,2017
Bryan Anger,/players/A/AngeBr00.htm,home,P,0,0,0,0,11,38,201710050tam,2017
Garrison Sanborn,/players/S/SanbGa00.htm,home,LS,0,0,0,0,11,38,201710050tam,2017
Nick Folk,/players/F/FolkNi20.htm,home,K,0,0,0,0,8,28,201710050tam,2017
Josh Robinson,/players/R/RobiJo01.htm,home,FS,0,0,0,0,7,24,201710050tam,2017
Caleb Benenoch,/players/B/BeneCa00.htm,home,T,0,0,0,0,5,17,201710050tam,2017
Nate Solder,/players/S/SoldNa00.htm,away,T,74,100,0,0,5,17,201710050tam,2017
Joe Thuney,/players/T/ThunJo00.htm,away,G,74,100,0,0,5,17,201710050tam,2017
Shaq Mason,/players/M/MasoSh01.htm,away,G,74,100,0,0,5,17,201710050tam,2017
Marcus Cannon,/players/C/CannMa00.htm,away,T,74,100,0,0,5,17,201710050tam,2017
Chris Hogan,/players/H/HogaCh00.htm,away,WR,74,100,0,0,1,3,201710050tam,2017
David Andrews,/players/A/AndrDa00.htm,away,C,74,100,0,0,0,0,201710050tam,2017
Tom Brady,/players/B/BradTo00.htm,away,QB,74,100,0,0,0,0,201710050tam,2017
Brandin Cooks,/players/C/CookBr00.htm,away,WR,72,97,0,0,0,0,201710050tam,2017
Danny Amendola,/players/A/AmenDa00.htm,away,WR,55,74,0,0,7,24,201710050tam,2017
Dwayne Allen,/players/A/AlleDw00.htm,away,TE,50,68,0,0,1,3,201710050tam,2017
James White,/players/W/WhitJa02.htm,away,RB,35,47,0,0,1,3,201710050tam,2017
Mike Gillislee,/players/G/GillMi00.htm,away,RB,24,32,0,0,0,0,201710050tam,2017
Phillip Dorsett,/players/D/DorsPh00.htm,away,WR,20,27,0,0,0,0,201710050tam,2017
Dion Lewis,/players/L/LewiDi00.htm,away,RB,18,24,0,0,2,7,201710050tam,2017
James Develin,/players/D/DeveJa00.htm,away,FB,13,18,0,0,12,41,201710050tam,2017
Jacob Hollister,/players/H/HollJa03.htm,away,TE,8,11,0,0,0,0,201710050tam,2017
Cameron Fleming,/players/F/FlemCa00.htm,away,T,1,1,0,0,5,17,201710050tam,2017
Patrick Chung,/players/C/ChunPa99.htm,away,SS,0,0,72,100,10,34,201710050tam,2017
Devin McCourty,/players/M/McCoDe99.htm,away,FS,0,0,72,100,6,21,201710050tam,2017
Stephon Gilmore,/players/G/GilmSt00.htm,away,CB,0,0,71,99,5,17,201710050tam,2017
Malcolm Butler,/players/B/ButlMa01.htm,away,CB,0,0,71,99,0,0,201710050tam,2017
Trey Flowers,/players/F/FlowTr00.htm,away,DE,0,0,70,97,0,0,201710050tam,2017
Kyle Van Noy,/players/V/VanNKy00.htm,away,LB,0,0,66,92,8,28,201710050tam,2017
Duron Harmon,/players/H/HarmDu00.htm,away,FS,0,0,63,88,0,0,201710050tam,2017
Dont'a Hightower,/players/H/HighDo01.htm,away,LB,0,0,62,86,6,21,201710050tam,2017
Cassius Marsh,/players/M/MarsCa00.htm,away,DE,0,0,50,69,15,52,201710050tam,2017
Malcom Brown,/players/B/BrowMa01.htm,away,DT,0,0,42,58,5,17,201710050tam,2017
Lawrence Guy,/players/G/GuyxLa00.htm,away,DE,0,0,41,57,10,34,201710050tam,2017
Deatrich Wise Jr.,/players/W/WiseDe00.htm,away,DE,0,0,29,40,3,10,201710050tam,2017
Jonathan Jones,/players/J/JoneJo03.htm,away,CB,0,0,28,39,21,72,201710050tam,2017
Elandon Roberts,/players/R/RobeEl00.htm,away,LB,0,0,23,32,0,0,201710050tam,2017
Adam Butler,/players/B/ButlAd00.htm,away,DT,0,0,18,25,8,28,201710050tam,2017
Jordan Richards,/players/R/RichJo00.htm,away,SS,0,0,11,15,15,52,201710050tam,2017
Geneo Grissom,/players/G/GrisGe00.htm,away,LB,0,0,3,4,20,69,201710050tam,2017
Nate Ebner,/players/E/EbneNa00.htm,away,SS,0,0,0,0,24,83,201710050tam,2017
Brandon Bolden,/players/B/BoldBr00.htm,away,RB,0,0,0,0,19,66,201710050tam,2017
Brandon King,/players/K/KingBr02.htm,away,FS,0,0,0,0,18,62,201710050tam,2017
Johnson Bademosi,/players/B/BadeJo00.htm,away,CB,0,0,0,0,17,59,201710050tam,2017
Marquis Flowers,/players/F/FlowMa00.htm,away,LB,0,0,0,0,15,52,201710050tam,2017
Stephen Gostkowski,/players/G/GostSt20.htm,away,K,0,0,0,0,11,38,201710050tam,2017
Matthew Slater,/players/S/SlatMa00.htm,away,WR,0,0,0,0,11,38,201710050tam,2017
Joe Cardona,/players/C/CardJo00.htm,away,LS,0,0,0,0,9,31,201710050tam,2017
Ryan Allen,/players/A/AlleRy01.htm,away,P,0,0,0,0,9,31,201710050tam,2017
Ted Karras,/players/K/KarrTe00.htm,away,C,0,0,0,0,5,17,201710050tam,2017
Laremy Tunsil,/players/T/TunsLa00.htm,home,T,59,100,0,0,3,10,201710080mia,2017
Anthony Steen,/players/S/SteeAn00.htm,home,G,59,100,0,0,3,10,201710080mia,2017
Jermon Bushrod,/players/B/BushJe20.htm,home,G,59,100,0,0,3,10,201710080mia,2017
Ja'Wuan James,/players/J/JameJa01.htm,home,T,59,100,0,0,3,10,201710080mia,2017
Mike Pouncey,/players/P/PounMi00.htm,home,C,59,100,0,0,0,0,201710080mia,2017
Jay Cutler,/players/C/CutlJa00.htm,home,QB,58,98,0,0,0,0,201710080mia,2017
Kenny Stills,/players/S/StilKe00.htm,home,WR,51,86,0,0,0,0,201710080mia,2017
Jarvis Landry,/players/L/LandJa00.htm,home,WR,49,83,0,0,6,19,201710080mia,2017
Jay Ajayi,/players/A/AjayJa00.htm,home,RB,46,78,0,0,0,0,201710080mia,2017
Anthony Fasano,/players/F/FasaAn00.htm,home,TE,44,75,0,0,3,10,201710080mia,2017
Julius Thomas,/players/T/ThomJu00.htm,home,TE,36,61,0,0,0,0,201710080mia,2017
Jakeem Grant,/players/G/GranJa00.htm,home,WR,33,56,0,0,7,23,201710080mia,2017
MarQueis Gray,/players/G/GrayMa00.htm,home,TE,18,31,0,0,15,48,201710080mia,2017
Damien Williams,/players/W/WillDa05.htm,home,RB,10,17,0,0,22,71,201710080mia,2017
Leonte Carroo,/players/C/CarrLe00.htm,home,WR,4,7,0,0,16,52,201710080mia,2017
DeVante Parker,/players/P/ParkDe01.htm,home,WR,3,5,0,0,0,0,201710080mia,2017
Kenyan Drake,/players/D/DrakKe00.htm,home,RB,2,3,0,0,25,81,201710080mia,2017
Cordrea Tankersley,/players/T/TankCo00.htm,home,CB,0,0,59,100,7,23,201710080mia,2017
Kiko Alonso,/players/A/AlonKi00.htm,home,LB,0,0,59,100,1,3,201710080mia,2017
Nate Allen,/players/A/AlleNa99.htm,home,FS,0,0,59,100,1,3,201710080mia,2017
Xavien Howard,/players/H/HowaXa00.htm,home,CB,0,0,59,100,1,3,201710080mia,2017
Lawrence Timmons,/players/T/TimmLa99.htm,home,LB,0,0,59,100,1,3,201710080mia,2017
Reshad Jones,/players/J/JoneRe99.htm,home,SS,0,0,58,98,0,0,201710080mia,2017
Ndamukong Suh,/players/S/SuhxNd99.htm,home,DT,0,0,45,76,1,3,201710080mia,2017
Andre Branch,/players/B/BranAn00.htm,home,DE,0,0,38,64,1,3,201710080mia,2017
Charles Harris,/players/H/HarrCh03.htm,home,DE,0,0,36,61,2,6,201710080mia,2017
Cameron Wake,/players/W/WakeCa00.htm,home,DE,0,0,35,59,0,0,201710080mia,2017
Davon Godchaux,/players/G/GodcDa00.htm,home,DT,0,0,34,58,3,10,201710080mia,2017
Rey Maualuga,/players/M/MauaRe99.htm,home,LB,0,0,31,53,1,3,201710080mia,2017
Bobby McCain,/players/M/McCaBo01.htm,home,CB,0,0,28,47,13,42,201710080mia,2017
William Hayes,/players/H/HayeWi99.htm,home,DE,0,0,24,41,3,10,201710080mia,2017
Vincent Taylor,/players/T/TaylVi00.htm,home,DT,0,0,24,41,2,6,201710080mia,2017
Michael Thomas,/players/T/ThomMi02.htm,home,SS,0,0,1,2,27,87,201710080mia,2017
Walt Aikens,/players/A/AikeWa00.htm,home,CB,0,0,0,0,27,87,201710080mia,2017
Chase Allen,/players/A/AlleCh02.htm,home,LB,0,0,0,0,27,87,201710080mia,2017
Terrence Fede,/players/F/FedeTe00.htm,home,DE,0,0,0,0,23,74,201710080mia,2017
Senorise Perry,/players/P/PerrSe00.htm,home,RB,0,0,0,0,22,71,201710080mia,2017
Mike Hull,/players/H/HullMi01.htm,home,LB,0,0,0,0,18,58,201710080mia,2017
Jordan Lucas,/players/L/LucaJo00.htm,home,CB,0,0,0,0,12,39,201710080mia,2017
Matt Haack,/players/H/HaacMa00.htm,home,P,0,0,0,0,12,39,201710080mia,2017
John Denney,/players/D/DennJo20.htm,home,LS,0,0,0,0,12,39,201710080mia,2017
Cody Parkey,/players/P/ParkCo03.htm,home,K,0,0,0,0,7,23,201710080mia,2017
Jake Brendel,/players/B/BrenJa01.htm,home,C,0,0,0,0,6,19,201710080mia,2017
Jesse Davis,/players/D/DaviJe00.htm,home,G,0,0,0,0,3,10,201710080mia,2017
Alterraun Verner,/players/V/VernAl99.htm,home,CB,0,0,0,0,2,6,201710080mia,2017
Josh Kline,/players/K/KlinJo01.htm,away,G,59,100,0,0,2,6,201710080mia,2017
Quinton Spain,/players/S/SpaiQu00.htm,away,G,59,100,0,0,2,6,201710080mia,2017
Jack Conklin,/players/C/ConkJa00.htm,away,T,59,100,0,0,2,6,201710080mia,2017
Matt Cassel,/players/C/CassMa00.htm,away,QB,59,100,0,0,0,0,201710080mia,2017
Ben Jones,/players/J/JoneBe01.htm,away,C,59,100,0,0,0,0,201710080mia,2017
Rishard Matthews,/players/M/MattRi00.htm,away,WR,50,85,0,0,0,0,201710080mia,2017
Eric Decker,/players/D/DeckEr00.htm,away,WR,49,83,0,0,0,0,201710080mia,2017
DeMarco Murray,/players/M/MurrDe00.htm,away,RB,49,83,0,0,0,0,201710080mia,2017
Delanie Walker,/players/W/WalkHu00.htm,away,TE,46,78,0,0,0,0,201710080mia,2017
Dennis Kelly,/players/K/KellDe00.htm,away,T,38,64,0,0,2,6,201710080mia,2017
Jonnu Smith,/players/S/SmitJo01.htm,away,TE,36,61,0,0,4,13,201710080mia,2017
Taywan Taylor,/players/T/TaylTa00.htm,away,WR,32,54,0,0,1,3,201710080mia,2017
Taylor Lewan,/players/L/LewaTa00.htm,away,T,21,36,0,0,1,3,201710080mia,2017
Phillip Supernaw,/players/S/SupePh00.htm,away,TE,14,24,0,0,25,81,201710080mia,2017
Derrick Henry,/players/H/HenrDe00.htm,away,RB,11,19,0,0,0,0,201710080mia,2017
Jalston Fowler,/players/F/FowlJa00.htm,away,FB,6,10,0,0,0,0,201710080mia,2017
David Fluellen,/players/F/FlueDa00.htm,away,RB,2,3,0,0,25,81,201710080mia,2017
Kevin Byard,/players/B/ByarKe01.htm,away,FS,0,0,59,100,4,13,201710080mia,2017
Logan Ryan,/players/R/RyanLo00.htm,away,CB,0,0,59,100,3,10,201710080mia,2017
Da'Norris Searcy,/players/S/SearDa00.htm,away,SS,0,0,52,88,4,13,201710080mia,2017
Wesley Woodyard,/players/W/WoodWe20.htm,away,LB,0,0,51,86,11,35,201710080mia,2017
Adoree' Jackson,/players/J/JackAd00.htm,away,CB,0,0,50,85,14,45,201710080mia,2017
Derrick Morgan,/players/M/MorgDe99.htm,away,LB,0,0,49,83,0,0,201710080mia,2017
Avery Williamson,/players/W/WillAv00.htm,away,LB,0,0,48,81,0,0,201710080mia,2017
Brian Orakpo,/players/O/OrakBr99.htm,away,LB,0,0,45,76,1,3,201710080mia,2017
Jurrell Casey,/players/C/CaseJu00.htm,away,DT,0,0,42,71,3,10,201710080mia,2017
DaQuan Jones,/players/J/JoneDa04.htm,away,DE,0,0,33,56,5,16,201710080mia,2017
Erik Walden,/players/W/WaldEr99.htm,away,LB,0,0,33,56,4,13,201710080mia,2017
LeShaun Sims,/players/S/SimsLe00.htm,away,CB,0,0,32,54,19,61,201710080mia,2017
Jayon Brown,/players/B/BrowJa06.htm,away,LB,0,0,19,32,9,29,201710080mia,2017
Sylvester Williams,/players/W/WillSy00.htm,away,NT,0,0,19,32,0,0,201710080mia,2017
Curtis Riley,/players/R/RileCu00.htm,away,FS,0,0,16,27,17,55,201710080mia,2017
David King,/players/K/KingDa00.htm,away,DE,0,0,14,24,2,6,201710080mia,2017
Austin Johnson,/players/J/JohnAu01.htm,away,NT,0,0,13,22,3,10,201710080mia,2017
Karl Klug,/players/K/KlugKa00.htm,away,DT,0,0,12,20,7,23,201710080mia,2017
Nate Palmer,/players/P/PalmNa01.htm,away,LB,0,0,1,2,25,81,201710080mia,2017
Tye Smith,/players/S/SmitTy01.htm,away,CB,0,0,1,2,19,61,201710080mia,2017
Brice McCain,/players/M/McCaBr99.htm,away,CB,0,0,1,2,12,39,201710080mia,2017
Brynden Trawick,/players/T/TrawBr00.htm,away,FS,0,0,0,0,29,94,201710080mia,2017
Daren Bates,/players/B/BateDa00.htm,away,LB,0,0,0,0,29,94,201710080mia,2017
Eric Weems,/players/W/WeemEr00.htm,away,WR,0,0,0,0,26,84,201710080mia,2017
Brett Kern,/players/K/KernBr20.htm,away,P,0,0,0,0,12,39,201710080mia,2017
Beau Brinkley,/players/B/BrinBe00.htm,away,LS,0,0,0,0,12,39,201710080mia,2017
Ryan Succop,/players/S/SuccRy44.htm,away,K,0,0,0,0,5,16,201710080mia,2017
Brian Schwenke,/players/S/SchwBr00.htm,away,C,0,0,0,0,2,6,201710080mia,2017
Jack Mewhort,/players/M/MewhJa00.htm,home,G,76,100,0,0,6,18,201710080clt,2017
Joe Haeg,/players/H/HaegJo00.htm,home,G,76,100,0,0,6,18,201710080clt,2017
Anthony Castonzo,/players/C/CastAn00.htm,home,T,76,100,0,0,6,18,201710080clt,2017
Jeremy Vujnovich,/players/V/VujnJe00.htm,home,G,76,100,0,0,6,18,201710080clt,2017
Ryan Kelly,/players/K/KellRy00.htm,home,C,76,100,0,0,0,0,201710080clt,2017
Jacoby Brissett,/players/B/BrisJa00.htm,home,QB,76,100,0,0,0,0,201710080clt,2017
Kamar Aiken,/players/A/AikeKa00.htm,home,WR,67,88,0,0,4,12,201710080clt,2017
T.Y. Hilton,/players/H/HiltT.00.htm,home,WR,67,88,0,0,0,0,201710080clt,2017
Donte Moncrief,/players/M/MoncDo00.htm,home,WR,53,70,0,0,2,6,201710080clt,2017
Brandon Williams,/players/W/WillBr04.htm,home,TE,50,66,0,0,11,32,201710080clt,2017
Darrell Daniels,/players/D/DaniDa02.htm,home,TE,49,64,0,0,7,21,201710080clt,2017
Frank Gore,/players/G/GoreFr00.htm,home,RB,39,51,0,0,0,0,201710080clt,2017
Robert Turbin,/players/T/TurbRo00.htm,home,RB,21,28,0,0,11,32,201710080clt,2017
Marlon Mack,/players/M/MackMa00.htm,home,RB,17,22,0,0,2,6,201710080clt,2017
Henry Krieger-Coble,/players/K/KrieHe00.htm,home,TE,7,9,0,0,18,53,201710080clt,2017
Quan Bray,/players/B/BrayQu00.htm,home,WR,5,7,0,0,19,56,201710080clt,2017
Krishawn Hogan,/players/H/HogaKr00.htm,home,WR,3,4,0,0,10,29,201710080clt,2017
Le'Raven Clark,/players/C/ClarLe01.htm,home,T,2,3,0,0,6,18,201710080clt,2017
Jonathan Bostic,/players/B/BostJo00.htm,home,LB,0,0,72,100,6,18,201710080clt,2017
Vontae Davis,/players/D/DaviVo99.htm,home,CB,0,0,72,100,0,0,201710080clt,2017
Malik Hooker,/players/H/HookMa00.htm,home,FS,0,0,72,100,0,0,201710080clt,2017
Rashaan Melvin,/players/M/MelvRa00.htm,home,CB,0,0,71,99,0,0,201710080clt,2017
John Simon,/players/S/SimoJo01.htm,home,LB,0,0,68,94,6,18,201710080clt,2017
Jabaal Sheard,/players/S/SheaJa00.htm,home,LB,0,0,64,89,0,0,201710080clt,2017
Antonio Morrison,/players/M/MorrAn01.htm,home,LB,0,0,55,76,12,35,201710080clt,2017
Henry Anderson,/players/A/AndeHe00.htm,home,DE,0,0,51,71,6,18,201710080clt,2017
Matthias Farley,/players/F/FarlMa00.htm,home,SS,0,0,49,68,14,41,201710080clt,2017
Johnathan Hankins,/players/H/HankJo00.htm,home,DT,0,0,45,62,0,0,201710080clt,2017
Al Woods,/players/W/WoodAl99.htm,home,NT,0,0,40,56,5,15,201710080clt,2017
Pierre Desir,/players/D/DesiPi00.htm,home,CB,0,0,32,44,0,0,201710080clt,2017
Darius Butler,/players/B/ButlDa99.htm,home,FS,0,0,30,42,5,15,201710080clt,2017
Margus Hunt,/players/H/HuntMa00.htm,home,DE,0,0,26,36,21,62,201710080clt,2017
Grover Stewart,/players/S/StewGr00.htm,home,NT,0,0,12,17,6,18,201710080clt,2017
Tarell Basham,/players/B/BashTa00.htm,home,LB,0,0,8,11,11,32,201710080clt,2017
Hassan Ridgeway,/players/R/RidgHa00.htm,home,DT,0,0,8,11,6,18,201710080clt,2017
Barkevious Mingo,/players/M/MingBa00.htm,home,LB,0,0,7,10,23,68,201710080clt,2017
Jeremiah George,/players/G/GeorJe01.htm,home,LB,0,0,7,10,22,65,201710080clt,2017
T.J. Green,/players/G/GreeT.00.htm,home,SS,0,0,2,3,12,35,201710080clt,2017
Christopher Milton,/players/M/MiltCh00.htm,home,CB,0,0,1,1,26,76,201710080clt,2017
Kenny Moore,/players/M/MoorKe03.htm,home,CB,0,0,0,0,26,76,201710080clt,2017
Rigoberto Sanchez,/players/S/SancRi00.htm,home,P,0,0,0,0,16,47,201710080clt,2017
Anthony Walker,/players/W/WalkAn01.htm,home,LB,0,0,0,0,15,44,201710080clt,2017
Luke Rhodes,/players/R/RhodLu00.htm,home,LS,0,0,0,0,10,29,201710080clt,2017
Adam Vinatieri,/players/V/vinatada01.htm,home,K,0,0,0,0,6,18,201710080clt,2017
Michael Person,/players/P/PersMi00.htm,home,C,0,0,0,0,6,18,201710080clt,2017
Daniel Kilgore,/players/K/KilgDa00.htm,away,C,72,100,0,0,5,15,201710080clt,2017
Trent Brown,/players/B/BrowTr02.htm,away,T,72,100,0,0,5,15,201710080clt,2017
Brandon Fusco,/players/F/FuscBr00.htm,away,G,72,100,0,0,5,15,201710080clt,2017
Joe Staley,/players/S/StalJo20.htm,away,T,72,100,0,0,5,15,201710080clt,2017
Laken Tomlinson,/players/T/TomlLa01.htm,away,G,72,100,0,0,0,0,201710080clt,2017
Brian Hoyer,/players/H/HoyeBr00.htm,away,QB,72,100,0,0,0,0,201710080clt,2017
