season,player,pfr_id,tm,age,pos,g,gs,int,tgt,cmp,cmp_percent,yds,yds_cmp,yds_tgt,td,rat,dadot,air,yac,bltz,hrry,qbkd,sk,prss,comb,m_tkl,m_tkl_percent,loaded
2018,Ryan Smith,SmitRy00,TB,25,lcb,16,6,1,43,27,0.628,320,11.9,7.4,4,106.7,12,248,72,0,0,0,0,0,38,3,0.073,2022-01-26
2018,M.J. Stewart,StewM.00,TB,23,db,11,5,0,45,37,0.8220000000000001,423,11.4,9.4,4,135.5,7.4,204,219,19,1,1,0,2,33,4,0.10800000000000001,2022-01-26
2018,Greg Stroman,StroGr00,WAS,22,NA,15,3,1,44,28,0.636,439,15.7,10,3,109.9,11.3,241,198,2,1,0,0,1,38,3,0.073,2022-01-26
2018,Eric Wilson,WilsEr00,MIN,24,NA,16,4,0,19,16,0.8420000000000001,95,5.9,5,1,105,0.7,14,81,15,1,1,2,4,42,5,0.106,2022-01-26
2018,Derek Wolfe,WolfDe00,DEN,28,LDE,16,16,1,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,5,3,1.5,10,43,0,0,2022-01-26
2018,Genard Avery,AverGe00,CLE,23,LLB,16,5,0,21,14,0.667,168,12,8,1,106.8,5.3,58,110,77,12,8,4.5,25,40,3,0.07,2022-01-26
2018,Tony Brown,BrowTo01,GB,23,NA,11,3,0,39,22,0.564,223,10.1,5.7,2,90,9.5,165,58,0,0,0,0,0,34,2,0.055999999999999994,2022-01-26
2018,Deone Bucannon,BucaDe00,ARI,26,DB,13,6,0,17,12,0.706,114,9.5,6.7,1,108.5,3,39,75,20,2,1,1,4,38,7,0.156,2022-01-26
2018,Rafael Bush,BushRa00,BUF,31,NA,15,7,0,37,30,0.8109999999999999,281,9.4,7.6,3,125.3,5,114,167,15,1,0,1.5,3,45,6,0.11800000000000001,2022-01-26
2018,Lorenzo Carter,CartLo01,NYG,23,NA,15,2,0,6,4,0.667,8,2,1.3,0,70.1,4.3,6,2,32,10,5,4,19,43,0,0,2022-01-26
2018,Bud Dupree,DuprAl00,PIT,25,ROLB,16,15,1,10,9,0.9,87,9.7,8.7,0,63.3,3,31,56,76,13,6,5.5,25,42,3,0.067,2022-01-26
2018,Holton Hill,HillHo00,MIN,21,NA,16,3,1,24,13,0.542,142,10.9,5.9,1,68.4,15.5,124,18,0,0,0,0,0,36,3,0.077,2022-01-26
2018,Malik Hooker,HookMa00,IND,22,FS,14,14,2,19,14,0.737,302,21.6,15.9,2,111.1,18.8,195,107,0,0,0,0,0,44,5,0.102,2022-01-26
2018,Jerry Hughes,HughJe99,BUF,30,RDE,16,16,0,3,1,0.33299999999999996,13,13,4.3,0,47.9,4.7,12,1,3,21,10,7,39,37,10,0.213,2022-01-26
2018,Devon Kennard,KennDe00,DET,27,LLB,15,15,0,8,5,0.625,40,8,5,0,75,0,-5,45,61,13,5,7,25,46,3,0.061,2022-01-26
2018,Ryan Kerrigan,KerrRy00,WAS,30,ROLB,16,16,0,5,2,0.4,21,10.5,4.2,0,52.9,5,1,20,32,12,4,13,30,43,2,0.044000000000000004,2022-01-26
2018,Marcus Maye,MayeMa00,NYJ,25,FS,6,6,1,13,7,0.5379999999999999,101,14.4,7.8,2,86.9,14.4,64,37,1,0,0,0.5,1,34,5,0.128,2022-01-26
2018,Nicholas Morrow,MorrNi00,LV,23,LLB,16,5,0,27,20,0.741,177,8.9,6.6,0,91.1,1.1,13,164,15,2,1,1,4,43,9,0.17300000000000001,2022-01-26
2018,Denzel Perryman,PerrDe00,LAC,26,MLB,9,9,1,28,15,0.536,167,11.1,6,2,80.5,4.8,71,96,4,2,1,0,3,51,9,0.15,2022-01-26
2018,D.J. Reed,ReedD.00,SF,22,NA,15,2,0,16,14,0.875,122,8.7,7.6,1,119.3,9.3,61,61,8,2,0,1,3,41,5,0.109,2022-01-26
2018,Richard Sherman,SherRi00,SF,30,LCB,14,14,0,39,24,0.615,287,12,7.4,1,92.6,11.9,200,87,1,0,0,1,1,37,2,0.051,2022-01-26
2018,Preston Smith,SmitPr00,WAS,26,LOLB,16,16,1,12,9,0.75,36,4,3,0,42.4,2,12,24,32,12,9,4,26,53,9,0.145,2022-01-26
2018,Tavon Wilson,WilsTa00,DET,28,NA,15,3,0,21,13,0.619,126,9.7,6,1,94.5,7.9,82,44,3,0,0,1,1,36,4,0.1,2022-01-26
2018,Ahkello Witherspoon,WithAh00,SF,23,RCB,14,12,0,78,43,0.551,493,11.5,6.3,7,104.3,12.4,329,164,1,0,0,0,0,37,5,0.11900000000000001,2022-01-26
2018,Daryl Worley,WorlDa00,LV,23,LCB,10,9,1,38,22,0.579,272,12.4,7.2,4,104.3,11.4,220,52,0,0,0,0,0,33,9,0.214,2022-01-26
2018,Andrew Adams,AdamAn00,TB,26,NA,13,4,4,39,23,0.59,264,11.5,6.8,0,39.9,9.4,179,85,3,0,1,0,1,38,8,0.174,2022-01-26
2018,Kyler Fackrell,FackKy00,GB,27,rolb,16,7,0,10,4,0.4,30,7.5,3,0,47.9,7.5,7,23,41,6,1,10.5,18,42,7,0.14300000000000002,2022-01-26
2018,Ben Gedeon,GedeBe00,MIN,24,llb,15,8,0,12,8,0.667,85,10.6,7.1,0,87.2,5.7,24,61,5,0,0,0,0,53,3,0.054000000000000006,2022-01-26
2018,Grant Haley,HaleGr00,NYG,22,lolb,10,9,0,36,23,0.639,298,13,8.3,4,126.9,6.2,113,185,15,2,0,0,2,33,1,0.028999999999999998,2022-01-26
2018,Cameron Heyward,HeywCa01,PIT,29,DT,16,16,0,1,0,0,0,NA,0,0,39.6,3,0,0,0,7,9,8,25,51,1,0.019,2022-01-26
2018,Troy Hill,HillTr01,LA,27,rcb,16,7,2,47,29,0.617,458,15.8,9.7,4,104.7,13.1,340,118,0,0,0,0,0,34,4,0.105,2022-01-26
2018,Matt Judon,JudoMa00,BAL,26,ROLB,16,8,0,14,6,0.429,52,8.7,3.7,0,53.3,0.4,-10,62,70,18,10,7,36,44,7,0.13699999999999998,2022-01-26
2018,Christian Kirksey,KirkCh00,CLE,26,llb,7,7,2,42,31,0.738,322,10.4,7.7,2,91.6,5,126,196,37,2,1,0,3,43,8,0.157,2022-01-26
2018,Clay Matthews,MattCl99,GB,32,LOLB,16,16,0,6,4,0.667,88,22,14.7,0,109.7,2.3,17,71,63,10,7,3.5,21,43,7,0.14,2022-01-26
2018,Von Miller,MillVo00,DEN,29,ROLB,16,16,1,5,4,0.8,43,10.8,8.6,1,102.5,2.2,16,27,88,12,7,14.5,35,48,6,0.111,2022-01-26
2018,Montae Nicholson,NichMo00,WAS,23,ss,14,7,0,15,8,0.5329999999999999,82,10.3,5.5,1,91.5,6.9,15,67,8,0,0,0,0,41,7,0.146,2022-01-26
2018,Kawann Short,ShorKa00,CAR,29,LDT,14,14,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,9,3,3,16,42,5,0.106,2022-01-26
2018,Denico Autry,AutrDe00,IND,28,RDT,12,11,0,1,1,1,12,12,12,0,116.7,-2,-2,14,0,7,2,9,18,37,3,0.075,2022-01-26
2018,Marqui Christian,ChriMa00,LA,24,NA,16,0,0,36,23,0.639,307,13.3,8.5,0,90.9,9.9,181,126,10,0,1,0,1,36,4,0.1,2022-01-26
2018,Ken Crawley,CrawKe02,NO,25,lcb,10,5,0,47,33,0.7020000000000001,514,15.6,10.9,4,134.5,13.3,398,116,3,2,0,0,2,31,2,0.061,2022-01-26
2018,Justin Houston,HousJu00,KC,29,ROLB,12,12,1,10,7,0.7,55,7.9,5.5,0,43.7,0.1,3,52,23,15,4,9,29,37,6,0.14,2022-01-26
2018,Melvin Ingram,IngrMe00,LAC,29,RDE,16,16,1,1,1,1,5,5,5,0,47.9,-3,-3,8,20,16,7,7,31,43,5,0.10400000000000001,2022-01-26
2018,Avonte Maddox,MaddAv00,PHI,22,rcb,13,9,2,42,19,0.452,243,12.8,5.8,1,52,12.1,183,60,2,0,0,0.5,1,35,4,0.10300000000000001,2022-01-26
2018,Romeo Okwara,OkwaRo01,DET,23,LDE,15,14,0,3,1,0.33299999999999996,23,23,7.7,0,61.8,1,1,22,11,9,6,7.5,23,39,2,0.049,2022-01-26
2018,Dalvin Tomlinson,TomlDa00,NYG,24,RDE,16,16,0,2,1,0.5,14,14,7,0,72.9,2.5,8,6,0,8,0,0,8,59,1,0.017,2022-01-26
2018,Damien Wilson,WilsDa02,DAL,25,LLB,16,7,0,21,16,0.762,170,10.6,8.1,2,131.1,5.8,66,104,15,3,0,1,4,37,8,0.17800000000000002,2022-01-26
2018,Allen Bailey,BailAl00,KC,29,LDE,16,13,0,1,1,1,-2,-2,-2,0,79.2,-4,-4,2,0,8,3,6,17,38,9,0.191,2022-01-26
2018,Preston Brown,BrowPr00,CIN,26,MLB,7,7,2,24,17,0.708,156,9.2,6.5,0,53.5,2.8,45,111,11,2,0,0,2,42,1,0.023,2022-01-26
2018,Reggie Gilbert,GilbRe01,GB,25,NA,16,0,0,5,4,0.8,32,8,6.4,0,93.3,3.6,16,16,31,10,5,2.5,18,38,6,0.136,2022-01-26
2018,Eddie Goldman,GoldEd00,CHI,24,NT,16,16,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,5,0,3,8,40,0,0,2022-01-26
2018,Sam Hubbard,HubbSa00,CIN,23,NA,16,0,0,5,4,0.8,52,13,10.4,1,149.6,-0.8,0,52,1,5,2,6,13,39,6,0.133,2022-01-26
2018,Grady Jarrett,JarrGr00,ATL,25,RDT,14,14,0,1,1,1,5,5,5,0,87.5,3,3,2,0,14,7,6,28,52,4,0.071,2022-01-26
2018,Jayron Kearse,KearJa00,MIN,24,NA,16,1,0,17,12,0.706,80,6.7,4.7,0,80.5,3.3,28,52,1,0,0,0.5,1,32,1,0.03,2022-01-26
2018,Cassius Marsh,MarsCa00,SF,26,NA,16,3,0,11,7,0.636,51,7.3,4.6,0,74.4,5.4,19,32,6,18,7,5.5,31,38,3,0.073,2022-01-26
2018,Antonio Morrison,MorrAn01,GB,24,RILB,16,8,0,12,10,0.833,91,9.1,7.6,0,98.3,3.8,41,50,14,0,1,1,2,48,7,0.127,2022-01-26
2018,Jordan Richards,RichJo00,ATL,25,FS,15,12,0,30,21,0.7,239,11.4,8,1,104.7,4.6,53,186,4,0,1,0,1,39,5,0.114,2022-01-26
2018,Stephon Tuitt,TuitSt00,PIT,25,RDE,14,14,0,1,1,1,8,8,8,0,100,2,2,6,0,14,12,5.5,32,45,2,0.043,2022-01-26
2018,Leonard Williams,WillLe02,NYJ,24,LDE,16,16,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,8,12,5,26,42,10,0.192,2022-01-26
2018,Tae Davis,DaviTa00,NYG,22,NA,14,4,0,23,17,0.7390000000000001,198,11.6,8.6,1,114,4.7,103,95,14,1,2,2,5,33,7,0.175,2022-01-26
2018,Neville Hewitt,HewiNe00,NYJ,25,NA,16,4,0,22,13,0.591,156,12,7.1,1,96,5.4,70,86,10,0,0,1.5,2,39,4,0.09300000000000001,2022-01-26
2018,Maurice Hurst Jr.,HursMa00,LV,23,LDT,13,10,0,1,1,1,0,0,0,0,79.2,-1,-1,1,0,2,0,4,6,31,0,0,2022-01-26
2018,Sheldon Rankins,RankSh00,NO,24,LDT,16,16,0,6,5,0.833,28,5.6,4.7,0,86.1,1.8,6,22,0,12,5,8,25,40,3,0.07,2022-01-26
2018,Sheldon Richardson,RichSh00,MIN,28,LDT,16,16,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,12,7,4.5,25,49,4,0.075,2022-01-26
2018,Za'Darius Smith,SmitZa00,BAL,26,rolb,16,8,0,8,5,0.625,49,9.8,6.1,0,79.7,1.6,8,41,49,12,13,8.5,35,45,2,0.043,2022-01-26
2018,Charvarius Ward,WardCh01,KC,22,NA,13,2,0,19,15,0.789,182,12.1,9.6,1,124.1,11.1,156,26,0,0,0,0,0,30,0,0,2022-01-26
2018,Ramik Wilson,WilsRa00,LA,26,NA,16,4,0,16,11,0.688,84,7.6,5.3,0,81.2,1.1,16,68,3,0,0,0,0,35,1,0.027999999999999997,2022-01-26
2018,Michael Bennett,BennMi99,PHI,33,LDE,16,10,0,2,2,1,13,6.5,6.5,0,93.7,1.5,3,10,0,18,18,9,46,34,5,0.128,2022-01-26
2018,Samson Ebukam,EbukSa00,LA,23,LILB,16,14,1,13,8,0.615,34,4.3,2.6,0,33.8,1.7,-11,45,79,19,4,3,26,40,11,0.21600000000000003,2022-01-26
2018,Reuben Foster,FostRe00,SF,24,RLB,6,6,0,24,16,0.667,178,11.1,7.4,1,102.4,5.2,61,117,20,0,2,0,2,29,10,0.256,2022-01-26
2018,Markus Golden,GoldMa00,ARI,27,LDE,11,11,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,3,6,4,2.5,13,30,1,0.032,2022-01-26
2018,Adam Gotsis,GotsAd00,DEN,26,RDE,16,12,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,2,4,3,9,38,2,0.05,2022-01-26
2018,Lawrence Guy,GuyxLa00,NE,28,LDT,16,15,0,1,0,0,0,NA,0,0,39.6,-5,0,0,0,3,9,1,13,59,2,0.033,2022-01-26
2018,Nate Hairston,HairNa00,IND,24,rcb,13,7,0,30,22,0.733,257,11.7,8.6,1,110,7.9,157,100,3,0,0,0,0,30,4,0.11800000000000001,2022-01-26
2018,Xavien Howard,HowaXa00,MIA,25,LCB,12,12,7,63,33,0.524,433,13.1,6.9,5,61.2,14.4,253,180,2,0,0,0,0,35,6,0.146,2022-01-26
2018,Malik Jackson,JackMa02,JAX,28,RDT,16,10,0,2,2,1,28,14,14,0,118.7,3.5,7,21,0,9,8,3.5,21,32,5,0.135,2022-01-26
2018,Reggie Nelson,NelsRe99,LV,35,FS,11,7,2,22,15,0.682,289,19.3,13.1,2,103.4,17.1,230,59,11,0,0,0,0,29,7,0.19399999999999998,2022-01-26
2018,Yannick Ngakoue,NgakYa00,JAX,23,LDE,16,16,0,4,2,0.5,7,3.5,1.8,0,56.2,0.5,0,7,8,21,20,9.5,51,28,7,0.2,2022-01-26
2018,Alex Okafor,OkafAl00,NO,27,RDE,16,16,0,2,0,0,8,NA,4,0,43.7,1.5,3,5,6,13,5,4,22,36,3,0.077,2022-01-26
2018,Will Parks,ParkWi01,DEN,24,NA,16,3,1,28,18,0.643,191,10.6,6.8,0,69.2,9.2,109,82,25,0,2,0,2,41,7,0.146,2022-01-26
2018,Robert Quinn,QuinRo00,MIA,28,RDE,16,16,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,0,13,8,6.5,28,38,5,0.11599999999999999,2022-01-26
2018,Nickell Robey-Coleman,RobeNi00,LA,26,NA,16,1,1,58,38,0.655,295,7.8,5.1,3,87.9,5.4,101,194,0,0,0,0,0,37,7,0.159,2022-01-26
2018,Terrell Suggs,SuggTe99,BAL,36,LOLB,16,16,0,10,6,0.6,75,12.5,7.5,0,83.3,1.8,20,55,86,24,5,7,37,34,8,0.19,2022-01-26
