player,pfr_id,game_id,pfr_game_id,season,team,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct
Eddie Lacy,LacyEd00,2014_01_GB_SEA,201409040sea,2014,GB,31,50,0,0,0,0
James Starks,StarJa00,2014_01_GB_SEA,201409040sea,2014,GB,25,40,0,0,0,0
Bryan Bulaga,BulaBr20,2014_01_GB_SEA,201409040sea,2014,GB,20,32,0,0,1,4
Richard Rodgers,RodgRi00,2014_01_GB_SEA,201409040sea,2014,GB,20,32,0,0,0,0
Davante Adams,AdamDa01,2014_01_GB_SEA,201409040sea,2014,GB,9,15,0,0,9,33
John Kuhn,KuhnJo00,2014_01_GB_SEA,201409040sea,2014,GB,8,13,0,0,8,30
DuJuan Harris,HarrDu01,2014_01_GB_SEA,201409040sea,2014,GB,3,5,0,0,3,11
Mike Daniels,DaniMi00,2014_01_GB_SEA,201409040sea,2014,GB,1,2,46,66,13,48
Morgan Burnett,BurnMo99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,70,100,10,37
Sam Shields,ShieSa00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,70,100,8,30
Brad Jones,JoneBr99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,70,100,4,15
Tramon Williams,WillTr99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,70,100,0,0
Clay Matthews,MattCl99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,66,94,7,26
Julius Peppers,PeppJu99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,59,84,7,26
Micah Hyde,HydeMi00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,52,74,12,44
A.J. Hawk,HawkA.20,2014_01_GB_SEA,201409040sea,2014,GB,0,0,48,69,1,4
Ha Ha Clinton-Dix,ClinHa00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,40,57,19,70
Mike Neal,NealMi99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,40,57,7,26
Casey Hayward,HaywCa00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,36,51,7,26
Letroy Guion,GuioLe99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,36,51,0,0
Datone Jones,JoneDa03,2014_01_GB_SEA,201409040sea,2014,GB,0,0,32,46,9,33
Josh Boyd,BoydJo00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,24,34,8,30
Nick Perry,PerrNi00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,10,14,5,19
Jamari Lattimore,LattJa00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,25,93
Jarrett Bush,BushJa20,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,19,70
Sean Richardson,RichSe00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,18,67
Davon House,HousDa00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,18,67
Sam Barrington,BarrSa00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,18,67
Ryan Taylor,TaylRy00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,13,48
Andy Mulumba,MuluAn00,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,7,26
Tim Masthay,MastTi99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,7,26
Mason Crosby,CrosMa20,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,6,22
Brett Goode,GoodBr99,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,6,22
Lane Taylor,TaylLa01,2014_01_GB_SEA,201409040sea,2014,GB,0,0,0,0,3,11
Jordan Mills,MillJo02,2014_01_BUF_CHI,201409070chi,2014,CHI,74,100,0,0,4,14
Kyle Long,LongKy00,2014_01_BUF_CHI,201409070chi,2014,CHI,74,100,0,0,4,14
Jermon Bushrod,BushJe20,2014_01_BUF_CHI,201409070chi,2014,CHI,74,100,0,0,4,14
Jay Cutler,CutlJa00,2014_01_BUF_CHI,201409070chi,2014,CHI,74,100,0,0,0,0
Martellus Bennett,BennMa00,2014_01_BUF_CHI,201409070chi,2014,CHI,70,95,0,0,4,14
Matt Forte,FortMa00,2014_01_BUF_CHI,201409070chi,2014,CHI,70,95,0,0,0,0
Brandon Marshall,MarsBr00,2014_01_BUF_CHI,201409070chi,2014,CHI,69,93,0,0,0,0
Michael Ola,OlaxMi00,2014_01_BUF_CHI,201409070chi,2014,CHI,53,72,0,0,3,10
Josh Morgan,MorgJo00,2014_01_BUF_CHI,201409070chi,2014,CHI,50,68,0,0,0,0
Brian De La Puente,DeLaBr00,2014_01_BUF_CHI,201409070chi,2014,CHI,45,61,0,0,3,10
Alshon Jeffery,JeffAl00,2014_01_BUF_CHI,201409070chi,2014,CHI,36,49,0,0,0,0
Roberto Garza,GarzRo20,2014_01_BUF_CHI,201409070chi,2014,CHI,29,39,0,0,1,3
Santonio Holmes,HolmSa00,2014_01_BUF_CHI,201409070chi,2014,CHI,28,38,0,0,3,10
Matt Slauson,SlauMa20,2014_01_BUF_CHI,201409070chi,2014,CHI,21,28,0,0,1,3
Micheal Spurlock,SpurMi00,2014_01_BUF_CHI,201409070chi,2014,CHI,15,20,0,0,9,31
Dante Rosario,RosaDa00,2014_01_BUF_CHI,201409070chi,2014,CHI,14,19,0,0,18,62
Matthew Mulligan,MullMa00,2014_01_BUF_CHI,201409070chi,2014,CHI,14,19,0,0,6,21
Ka'Deem Carey,CareKa00,2014_01_BUF_CHI,201409070chi,2014,CHI,4,5,0,0,0,0
Charles Tillman,TillCh20,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,57,100,10,34
Ryan Mundy,MundRy00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,57,100,10,34
Tim Jennings,JennTi20,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,57,100,6,21
Lance Briggs,BrigLa99,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,57,100,6,21
Jared Allen,AlleJa22,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,53,93,6,21
Lamarr Houston,HousLa99,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,48,84,6,21
Jay Ratliff,RatlJa20,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,46,81,9,31
Chris Conte,ContCh00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,46,81,7,24
Stephen Paea,PaeaSt00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,37,65,3,10
Kyle Fuller,FullKy00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,35,61,9,31
Jonathan Bostic,BostJo00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,33,58,13,45
Shea McClellin,McClSh00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,24,42,12,41
D.J. Williams,WillD.20,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,22,39,2,7
Willie Young,YounWi99,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,21,37,3,10
Ego Ferguson,FergEg00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,12,21,0,0
Danny McCray,McCrDa00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,11,19,21,72
Will Sutton,SuttWi00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,11,19,1,3
Sherrick McManis,McMaSh99,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,19,66
Christian Jones,JoneCh05,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,19,66
Senorise Perry,PerrSe00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,18,62
Shaun Draughn,DrauSh00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,18,62
Brock Vereen,VereBr00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,15,52
Trevor Scott,ScotTr99,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,11,38
Demontre Hurst,HursDe00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,10,34
Robbie Gould,gouldrob01,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,9,31
Pat O'Donnell,ODonPa00,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,8,28
Jeremy Cain,CainJe20,2014_01_BUF_CHI,201409070chi,2014,CHI,0,0,0,0,8,28
Chris Williams,WillCh03,2014_01_BUF_CHI,201409070chi,2014,BUF,57,100,0,0,5,17
Erik Pears,PearEr20,2014_01_BUF_CHI,201409070chi,2014,BUF,57,100,0,0,5,17
Cordy Glenn,GlenCo00,2014_01_BUF_CHI,201409070chi,2014,BUF,57,100,0,0,5,17
Seantrel Henderson,HendSe00,2014_01_BUF_CHI,201409070chi,2014,BUF,57,100,0,0,5,17
Eric Wood,WoodEr20,2014_01_BUF_CHI,201409070chi,2014,BUF,57,100,0,0,0,0
EJ Manuel,ManuEJ00,2014_01_BUF_CHI,201409070chi,2014,BUF,57,100,0,0,0,0
Sammy Watkins,WatkSa00,2014_01_BUF_CHI,201409070chi,2014,BUF,54,95,0,0,0,0
Robert Woods,WoodRo02,2014_01_BUF_CHI,201409070chi,2014,BUF,52,91,0,0,7,24
Scott Chandler,ChanSc00,2014_01_BUF_CHI,201409070chi,2014,BUF,37,65,0,0,5,17
Mike Williams,WillMi04,2014_01_BUF_CHI,201409070chi,2014,BUF,30,53,0,0,0,0
C.J. Spiller,SpilC.00,2014_01_BUF_CHI,201409070chi,2014,BUF,28,49,0,0,5,17
Fred Jackson,JackFr02,2014_01_BUF_CHI,201409070chi,2014,BUF,27,47,0,0,1,3
Chris Gragg,GragCh00,2014_01_BUF_CHI,201409070chi,2014,BUF,19,33,0,0,5,17
Frank Summers,SummFr00,2014_01_BUF_CHI,201409070chi,2014,BUF,17,30,0,0,5,17
Marquise Goodwin,GoodMa00,2014_01_BUF_CHI,201409070chi,2014,BUF,12,21,0,0,6,21
Anthony Dixon,DixoAn00,2014_01_BUF_CHI,201409070chi,2014,BUF,6,11,0,0,19,66
Chris Hairston,HairCh00,2014_01_BUF_CHI,201409070chi,2014,BUF,3,5,0,0,5,17
Preston Brown,BrowPr00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,74,100,13,45
Leodis McKelvin,McKeLe99,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,73,99,7,24
Corey Graham,GrahCo99,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,70,95,5,17
Aaron Williams,WillAa00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,65,88,6,21
Da'Norris Searcy,SearDa00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,60,81,10,34
Marcell Dareus,DareMa00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,58,78,5,17
Kyle Williams,WillKy20,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,53,72,1,3
Brandon Spikes,SpikBr99,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,52,70,10,34
Nickell Robey-Coleman,RobeNi00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,50,68,9,31
Jerry Hughes,HughJe99,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,49,66,1,3
Mario Williams,WillMa22,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,48,65,1,3
Keith Rivers,RiveKe99,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,38,51,7,24
Duke Williams,WillDu00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,28,38,19,66
Jarius Wynn,WynnJa99,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,26,35,4,14
Manny Lawson,LawsMa20,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,25,34,5,17
Corbin Bryant,BryaCo00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,14,19,9,31
Stefan Charles,CharSt00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,14,19,4,14
Ty Powell,PoweTy00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,12,16,22,76
Ron Brooks,BrooRo01,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,5,7,21,72
Marcus Easley,EaslMa00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,0,0,19,66
Randell Johnson,JohnRa01,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,0,0,14,48
Chris Hogan,HogaCh00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,0,0,13,45
Colton Schmidt,SchmCo00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,0,0,10,34
Garrison Sanborn,SanbGa00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,0,0,10,34
Jordan Gay,GayxJo00,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,0,0,6,21
Kraig Urbik,UrbiKr20,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,0,0,5,17
Dan Carpenter,CarpDa44,2014_01_BUF_CHI,201409070chi,2014,BUF,0,0,0,0,5,17
Joe Barksdale,BarkJo00,2014_01_MIN_STL,201409070ram,2014,LA,67,100,0,0,3,10
Davin Joseph,JoseDa20,2014_01_MIN_STL,201409070ram,2014,LA,67,100,0,0,3,10
Scott Wells,WellSc20,2014_01_MIN_STL,201409070ram,2014,LA,67,100,0,0,1,3
Jake Long,LongJa20,2014_01_MIN_STL,201409070ram,2014,LA,67,100,0,0,0,0
Rodger Saffold,SaffRo20,2014_01_MIN_STL,201409070ram,2014,LA,58,87,0,0,2,6
Lance Kendricks,KendLa00,2014_01_MIN_STL,201409070ram,2014,LA,51,76,0,0,3,10
Jared Cook,CookJa02,2014_01_MIN_STL,201409070ram,2014,LA,47,70,0,0,0,0
Brian Quick,QuicBr00,2014_01_MIN_STL,201409070ram,2014,LA,46,69,0,0,0,0
Kenny Britt,BritKe00,2014_01_MIN_STL,201409070ram,2014,LA,41,61,0,0,0,0
Austin Davis,DaviAu00,2014_01_MIN_STL,201409070ram,2014,LA,40,60,0,0,0,0
Benny Cunningham,CunnBe01,2014_01_MIN_STL,201409070ram,2014,LA,31,46,0,0,10,32
Zac Stacy,StacZa00,2014_01_MIN_STL,201409070ram,2014,LA,30,45,0,0,0,0
Tavon Austin,AustTa00,2014_01_MIN_STL,201409070ram,2014,LA,29,43,0,0,6,19
Shaun Hill,HillSh00,2014_01_MIN_STL,201409070ram,2014,LA,27,40,0,0,0,0
Cory Harkey,HarkCo00,2014_01_MIN_STL,201409070ram,2014,LA,26,39,0,0,22,71
Chris Givens,GiveCh00,2014_01_MIN_STL,201409070ram,2014,LA,20,30,0,0,7,23
Austin Pettis,PettAu00,2014_01_MIN_STL,201409070ram,2014,LA,14,21,0,0,0,0
Greg Robinson,RobiGr01,2014_01_MIN_STL,201409070ram,2014,LA,9,13,0,0,3,10
T.J. McDonald,McDoTJ00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,59,100,15,48
Janoris Jenkins,JenkJa03,2014_01_MIN_STL,201409070ram,2014,LA,0,0,59,100,10,32
Alec Ogletree,OgleAl00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,59,100,9,29
Rodney McLeod,McLeRo00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,59,100,8,26
James Laurinaitis,LaurJa99,2014_01_MIN_STL,201409070ram,2014,LA,0,0,59,100,0,0
E.J. Gaines,GainE.00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,57,97,6,19
Robert Quinn,QuinRo00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,45,76,6,19
Jo-Lonn Dunbar,DunbJo20,2014_01_MIN_STL,201409070ram,2014,LA,0,0,40,68,4,13
Michael Brockers,BrocMi00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,31,53,0,0
Aaron Donald,DonaAa00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,30,51,6,19
Kendall Langford,LangKe98,2014_01_MIN_STL,201409070ram,2014,LA,0,0,30,51,0,0
William Hayes,HayeWi99,2014_01_MIN_STL,201409070ram,2014,LA,0,0,28,47,6,19
Chris Long,LongCh99,2014_01_MIN_STL,201409070ram,2014,LA,0,0,28,47,0,0
Lamarcus Joyner,JoynLa00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,23,39,14,45
Eugene Sims,SimsEu99,2014_01_MIN_STL,201409070ram,2014,LA,0,0,23,39,12,39
Alex Carrington,CarrAl99,2014_01_MIN_STL,201409070ram,2014,LA,0,0,17,29,6,19
Cody Davis,DaviCo02,2014_01_MIN_STL,201409070ram,2014,LA,0,0,2,3,22,71
Ray-Ray Armstrong,ArmsRa01,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,28,90
Daren Bates,BateDa00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,28,90
Chase Reynolds,ReynCh00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,22,71
Brandon McGee,McGeBr00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,15,48
Marcus Roberson,RobeMa00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,11,35
Michael Person,PersMi00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,10,32
Tim Barnes,BarnTi01,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,10,32
Jake McQuaide,McQuJa00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,9,29
Trey Watts,WattTr00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,9,29
Johnny Hekker,HekkJo00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,9,29
Greg Zuerlein,ZuerGr00,2014_01_MIN_STL,201409070ram,2014,LA,0,0,0,0,6,19
John Sullivan,SullJo24,2014_01_MIN_STL,201409070ram,2014,MIN,59,100,0,0,6,19
Phil Loadholt,LoadPh20,2014_01_MIN_STL,201409070ram,2014,MIN,59,100,0,0,6,19
Matt Kalil,KaliMa00,2014_01_MIN_STL,201409070ram,2014,MIN,59,100,0,0,6,19
Charlie Johnson,JohnCh23,2014_01_MIN_STL,201409070ram,2014,MIN,59,100,0,0,6,19
Brandon Fusco,FuscBr00,2014_01_MIN_STL,201409070ram,2014,MIN,59,100,0,0,6,19
Matt Cassel,CassMa00,2014_01_MIN_STL,201409070ram,2014,MIN,59,100,0,0,0,0
Kyle Rudolph,RudoKy00,2014_01_MIN_STL,201409070ram,2014,MIN,55,93,0,0,0,0
Cordarrelle Patterson,PattCo00,2014_01_MIN_STL,201409070ram,2014,MIN,45,76,0,0,2,6
Greg Jennings,JennGr00,2014_01_MIN_STL,201409070ram,2014,MIN,44,75,0,0,0,0
Adrian Peterson,PeteAd01,2014_01_MIN_STL,201409070ram,2014,MIN,43,73,0,0,0,0
Rhett Ellison,ElliRh00,2014_01_MIN_STL,201409070ram,2014,MIN,32,54,0,0,22,71
Jarius Wright,WrigJa02,2014_01_MIN_STL,201409070ram,2014,MIN,21,36,0,0,0,0
Jerome Felton,FeltJe00,2014_01_MIN_STL,201409070ram,2014,MIN,18,31,0,0,3,10
Matt Asiata,AsiaMa00,2014_01_MIN_STL,201409070ram,2014,MIN,15,25,0,0,22,71
Adam Thielen,ThieAd00,2014_01_MIN_STL,201409070ram,2014,MIN,14,24,0,0,10,32
Joe Berger,BergJo20,2014_01_MIN_STL,201409070ram,2014,MIN,4,7,0,0,8,26
Jerick McKinnon,McKiJe00,2014_01_MIN_STL,201409070ram,2014,MIN,3,5,0,0,0,0
Rodney Smith,SmitRo05,2014_01_MIN_STL,201409070ram,2014,MIN,1,2,0,0,2,6
Robert Blanton,BlanRo00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,67,100,10,32
Captain Munnerlyn,MunnCa99,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,66,99,2,6
Anthony Barr,BarrAn00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,59,88,8,26
Harrison Smith,SmitHa00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,59,88,8,26
Chad Greenway,GreeCh99,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,59,88,2,6
Brian Robison,RobiBr98,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,49,73,3,10
Everson Griffen,GrifEv99,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,47,70,2,6
Sharrif Floyd,FloySh00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,42,63,8,26
Linval Joseph,JoseLi99,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,37,55,2,6
Xavier Rhodes,RhodXa00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,36,54,4,13
Josh Robinson,RobiJo01,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,35,52,19,61
Tom Johnson,JohnTo01,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,33,49,1,3
Corey Wootton,WootCo99,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,29,43,1,3
Jabari Price,PricJa00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,28,42,12,39
Jasper Brinkley,BrinJa99,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,28,42,10,32
Shamar Stephen,StepSh00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,17,25,1,3
Gerald Hodges,HodgGe00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,14,21,22,71
Audie Cole,ColeAu00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,8,12,23,74
Marcus Sherels,SherMa20,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,8,12,21,68
Scott Crichton,CricSc00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,8,12,14,45
Antone Exum,ExumAn00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,8,12,10,32
Andrew Sendejo,SendAn00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,0,0,22,71
Blair Walsh,WalsBl00,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,0,0,13,42
Cullen Loeffler,LoefCu20,2014_01_MIN_STL,201409070ram,2014,MIN,0,0,0,0,12,39
