player,pfr_id,game_id,pfr_game_id,season,team,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct
Jake Matthews,MattJa00,2021_01_PHI_ATL,202109120atl,2021,ATL,70,97,0,0,2,8
Chris Lindstrom,LindCh00,2021_01_PHI_ATL,202109120atl,2021,ATL,70,97,0,0,2,8
Matt Ryan,RyanMa00,2021_01_PHI_ATL,202109120atl,2021,ATL,70,97,0,0,0,0
Matt Hennessy,HennMa00,2021_01_PHI_ATL,202109120atl,2021,ATL,70,97,0,0,0,0
Jalen Mayfield,MayfJa00,2021_01_PHI_ATL,202109120atl,2021,ATL,65,90,0,0,2,8
Calvin Ridley,RidlCa00,2021_01_PHI_ATL,202109120atl,2021,ATL,61,85,0,0,0,0
Mike Davis,DaviMi01,2021_01_PHI_ATL,202109120atl,2021,ATL,54,75,0,0,0,0
Kyle Pitts,PittKy00,2021_01_PHI_ATL,202109120atl,2021,ATL,49,68,0,0,0,0
Russell Gage,GageRu00,2021_01_PHI_ATL,202109120atl,2021,ATL,49,68,0,0,0,0
Hayden Hurst,HursHa00,2021_01_PHI_ATL,202109120atl,2021,ATL,43,60,0,0,2,8
Cordarrelle Patterson,PattCo00,2021_01_PHI_ATL,202109120atl,2021,ATL,24,33,0,0,11,42
Keith Smith,SmitKe03,2021_01_PHI_ATL,202109120atl,2021,ATL,21,29,0,0,18,69
Lee Smith,SmitLe00,2021_01_PHI_ATL,202109120atl,2021,ATL,21,29,0,0,2,8
Olamide Zaccheaus,ZaccOl01,2021_01_PHI_ATL,202109120atl,2021,ATL,19,26,0,0,11,42
Tajae Sharpe,SharTa00,2021_01_PHI_ATL,202109120atl,2021,ATL,10,14,0,0,0,0
Drew Dalman,DalmDr00,2021_01_PHI_ATL,202109120atl,2021,ATL,9,13,0,0,2,8
Christian Blake,BlakCh00,2021_01_PHI_ATL,202109120atl,2021,ATL,5,7,0,0,2,8
Parker Hesse,HessPa00,2021_01_PHI_ATL,202109120atl,2021,ATL,4,6,0,0,6,23
Jason Spriggs,SpriJa00,2021_01_PHI_ATL,202109120atl,2021,ATL,2,3,0,0,2,8
Colby Gossett,GossCo00,2021_01_PHI_ATL,202109120atl,2021,ATL,2,3,0,0,0,0
Josh Rosen,RoseJo01,2021_01_PHI_ATL,202109120atl,2021,ATL,2,3,0,0,0,0
Deion Jones,JoneDe01,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,71,100,0,0
Foyesade Oluokun,OluoFo00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,71,100,0,0
AJ Terrell,TerrAJ00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,68,96,6,23
Erik Harris,HarrEr00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,65,92,9,35
Fabian Moreau,MoreFa00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,65,92,4,15
Steven Means,MeanSt00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,59,83,6,23
Duron Harmon,HarmDu00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,56,79,0,0
Isaiah Oliver,OlivIs00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,54,76,13,50
Grady Jarrett,JarrGr00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,54,76,5,19
Dante Fowler,FowlDa00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,47,66,0,0
Tyeler Davison,DaviTy01,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,40,56,0,0
Jonathan Bullard,BullJo00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,27,38,5,19
Jacob Tuioti-Mariner,TuioJa00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,25,35,16,62
Marlon Davidson,DaviMa01,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,21,30,5,19
Adetokunbo Ogundeji,OgunAd01,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,16,23,0,0
Jaylinn Hawkins,HawkJa00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,15,21,24,92
T.J. Green,GreeT.00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,9,13,3,12
Richie Grant,GranRi00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,6,8,24,92
James Vaughters,VaugJa01,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,6,8,3,12
Mykal Walker,WalkMy00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,4,6,24,92
John Cominsky,ComiJo00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,2,3,18,69
Dorian Etheridge,EtheDo00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,0,0,21,81
Avery Williams,WillAv02,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,0,0,15,58
Cameron Nizialek,NiziCa00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,0,0,11,42
Josh Harris,HarrJo02,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,0,0,8,31
Younghoe Koo,KooxYo00,2021_01_PHI_ATL,202109120atl,2021,ATL,0,0,0,0,2,8
Isaac Seumalo,SeumIs00,2021_01_PHI_ATL,202109120atl,2021,PHI,71,100,0,0,5,19
Jordan Mailata,MailJo00,2021_01_PHI_ATL,202109120atl,2021,PHI,71,100,0,0,5,19
Lane Johnson,JohnLa01,2021_01_PHI_ATL,202109120atl,2021,PHI,71,100,0,0,0,0
Jason Kelce,KelcJa00,2021_01_PHI_ATL,202109120atl,2021,PHI,71,100,0,0,0,0
Jalen Hurts,HurtJa00,2021_01_PHI_ATL,202109120atl,2021,PHI,71,100,0,0,0,0
Brandon Brooks,BrooBr00,2021_01_PHI_ATL,202109120atl,2021,PHI,71,100,0,0,0,0
DeVonta Smith,SmitDe07,2021_01_PHI_ATL,202109120atl,2021,PHI,62,87,0,0,0,0
Dallas Goedert,GoedDa00,2021_01_PHI_ATL,202109120atl,2021,PHI,52,73,0,0,5,19
Jalen Reagor,ReagJa00,2021_01_PHI_ATL,202109120atl,2021,PHI,50,70,0,0,6,23
Miles Sanders,SandMi01,2021_01_PHI_ATL,202109120atl,2021,PHI,47,66,0,0,0,0
Zach Ertz,ErtzZa00,2021_01_PHI_ATL,202109120atl,2021,PHI,41,58,0,0,0,0
Quez Watkins,WatkQu00,2021_01_PHI_ATL,202109120atl,2021,PHI,34,48,0,0,3,12
Kenneth Gainwell,GainKe00,2021_01_PHI_ATL,202109120atl,2021,PHI,25,35,0,0,0,0
JJ Arcega-Whiteside,ArceJJ00,2021_01_PHI_ATL,202109120atl,2021,PHI,16,23,0,0,16,62
Greg Ward,WardGr02,2021_01_PHI_ATL,202109120atl,2021,PHI,16,23,0,0,11,42
Jack Stoll,StolJa00,2021_01_PHI_ATL,202109120atl,2021,PHI,12,17,0,0,16,62
Anthony Harris,HarrAn01,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,72,100,6,23
Steven Nelson,NelsSt01,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,72,100,0,0
Darius Slay,SlayDa00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,70,97,0,0
K'Von Wallace,WallKV00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,64,89,13,50
Eric Wilson,WilsEr00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,61,85,4,15
Avonte Maddox,MaddAv00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,46,64,8,31
Alex Singleton,SingAl00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,43,60,13,50
Fletcher Cox,CoxxFl00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,41,57,0,0
Javon Hargrave,HargJa00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,40,55,1,4
Josh Sweat,SweaJo00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,40,55,0,0
Brandon Graham,GrahBr99,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,35,49,2,8
Ryan Kerrigan,KerrRy00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,35,49,0,0
Derek Barnett,BarnDe01,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,32,44,2,8
Milton Williams,WillMi08,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,31,43,1,4
T.J. Edwards,EdwaTJ02,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,29,40,19,73
Hassan Ridgeway,RidgHa00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,26,36,7,27
Genard Avery,AverGe00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,22,31,12,46
Shaun Bradley,BradSh00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,9,12,21,81
Marcus Epps,EppsMa00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,8,11,1,4
Patrick Johnson,JohnPa02,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,7,10,13,50
Marlon Tuipulotu,TuipMa00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,6,8,0,0
Zech McPhearson,McPhZe00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,2,3,21,81
Tarron Jackson,JackTa02,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,2,3,1,4
Andre Chachere,ChacAn00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,0,0,18,69
Boston Scott,ScotBo02,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,0,0,12,46
Jake Elliott,ElliJa03,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,0,0,11,42
Arryn Siposs,SipoAr01,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,0,0,9,35
Rick Lovato,LovaRi00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,0,0,9,35
Brett Toth,TothBr00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,0,0,5,19
Andre Dillard,DillAn00,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,0,0,5,19
Nate Herbig,HerbNa01,2021_01_PHI_ATL,202109120atl,2021,PHI,0,0,0,0,5,19
Daryl Williams,WillDa06,2021_01_PIT_BUF,202109120buf,2021,BUF,85,100,0,0,4,14
Josh Allen,AlleJo02,2021_01_PIT_BUF,202109120buf,2021,BUF,85,100,0,0,0,0
Mitch Morse,MorsMi00,2021_01_PIT_BUF,202109120buf,2021,BUF,85,100,0,0,0,0
Jon Feliciano,FeliJo00,2021_01_PIT_BUF,202109120buf,2021,BUF,85,100,0,0,0,0
Dion Dawkins,DawkDi00,2021_01_PIT_BUF,202109120buf,2021,BUF,84,99,0,0,4,14
Emmanuel Sanders,SandEm00,2021_01_PIT_BUF,202109120buf,2021,BUF,79,93,0,0,0,0
Stefon Diggs,DiggSt00,2021_01_PIT_BUF,202109120buf,2021,BUF,79,93,0,0,0,0
Cole Beasley,BeasCo00,2021_01_PIT_BUF,202109120buf,2021,BUF,77,91,0,0,0,0
Cody Ford,FordCo00,2021_01_PIT_BUF,202109120buf,2021,BUF,75,88,0,0,4,14
Devin Singletary,SingDe00,2021_01_PIT_BUF,202109120buf,2021,BUF,64,75,0,0,0,0
Dawson Knox,KnoxDa00,2021_01_PIT_BUF,202109120buf,2021,BUF,48,56,0,0,0,0
Gabriel Davis,DaviGa01,2021_01_PIT_BUF,202109120buf,2021,BUF,43,51,0,0,0,0
Isaiah McKenzie,McKeIs00,2021_01_PIT_BUF,202109120buf,2021,BUF,15,18,0,0,12,42
Matt Breida,BreiMa00,2021_01_PIT_BUF,202109120buf,2021,BUF,10,12,0,0,9,31
Ike Boettger,BoetIk00,2021_01_PIT_BUF,202109120buf,2021,BUF,10,12,0,0,4,14
Spencer Brown,BrowSp00,2021_01_PIT_BUF,202109120buf,2021,BUF,4,5,0,0,4,14
Jake Kumerow,KumeJa00,2021_01_PIT_BUF,202109120buf,2021,BUF,3,4,0,0,19,66
Reggie Gilliam,GillRe00,2021_01_PIT_BUF,202109120buf,2021,BUF,2,2,0,0,23,80
Tommy Sweeney,SweeTo00,2021_01_PIT_BUF,202109120buf,2021,BUF,2,2,0,0,0,0
Jordan Poyer,PoyeJo00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,58,100,10,35
Micah Hyde,HydeMi00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,58,100,6,21
Tremaine Edmunds,EdmuTr01,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,58,100,5,17
Tre'Davious White,WhitTr01,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,58,100,5,17
Matt Milano,MilaMa00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,58,100,1,3
Levi Wallace,WallLe00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,58,100,0,0
Taron Johnson,JohnTa01,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,58,100,0,0
Ed Oliver,OlivEd00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,36,62,0,0
Jerry Hughes,HughJe99,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,33,57,0,0
Gregory Rousseau,RousGr00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,30,52,5,17
Vernon Butler,ButlVe00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,29,50,5,17
Mario Addison,AddiMa00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,26,45,0,0
Justin Zimmer,ZimmJu00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,23,40,4,14
Harrison Phillips,PhilHa00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,21,36,4,14
A.J. Epenesa,EpenAJ00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,19,33,16,55
Efe Obada,ObadEf00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,15,26,1,3
Tyler Matakevich,MataTy00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,25,86
Taiwan Jones,JoneTa00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,25,86
Siran Neal,NealSi00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,20,69
Jaquan Johnson,JohnJa11,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,20,69
A.J. Klein,KleiAJ00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,19,66
Tyrel Dodson,DodsTy01,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,19,66
Damar Hamlin,HamlDa00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,11,38
Tyler Bass,BassTy00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,9,31
Matt Haack,HaacMa00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,8,28
Reid Ferguson,FergRe00,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,8,28
Dane Jackson,JackDa02,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,5,17
Ryan Bates,BateRy02,2021_01_PIT_BUF,202109120buf,2021,BUF,0,0,0,0,4,14
Dan Moore,MoorDa05,2021_01_PIT_BUF,202109120buf,2021,PIT,58,100,0,0,5,17
Chukwuma Okorafor,OkorCh00,2021_01_PIT_BUF,202109120buf,2021,PIT,58,100,0,0,5,17
Kevin Dotson,DotsKe00,2021_01_PIT_BUF,202109120buf,2021,PIT,58,100,0,0,5,17
Trai Turner,TurnTr01,2021_01_PIT_BUF,202109120buf,2021,PIT,58,100,0,0,0,0
Ben Roethlisberger,RoetBe00,2021_01_PIT_BUF,202109120buf,2021,PIT,58,100,0,0,0,0
Najee Harris,HarrNa00,2021_01_PIT_BUF,202109120buf,2021,PIT,58,100,0,0,0,0
Kendrick Green,GreeKe02,2021_01_PIT_BUF,202109120buf,2021,PIT,55,95,0,0,0,0
JuJu Smith-Schuster,SmitJu00,2021_01_PIT_BUF,202109120buf,2021,PIT,53,91,0,0,1,3
Diontae Johnson,JohnDi01,2021_01_PIT_BUF,202109120buf,2021,PIT,44,76,0,0,1,3
Chase Claypool,ClayCh01,2021_01_PIT_BUF,202109120buf,2021,PIT,39,67,0,0,1,3
Pat Freiermuth,FreiPa00,2021_01_PIT_BUF,202109120buf,2021,PIT,29,50,0,0,1,3
Eric Ebron,EbroEr00,2021_01_PIT_BUF,202109120buf,2021,PIT,27,47,0,0,1,3
Zach Gentry,GentZa00,2021_01_PIT_BUF,202109120buf,2021,PIT,16,28,0,0,9,31
James Washington,WashJa00,2021_01_PIT_BUF,202109120buf,2021,PIT,15,26,0,0,1,3
Derek Watt,WattDe00,2021_01_PIT_BUF,202109120buf,2021,PIT,4,7,0,0,20,69
Ray-Ray McCloud,McClRa00,2021_01_PIT_BUF,202109120buf,2021,PIT,3,5,0,0,9,31
J.C. Hassenauer,HassJ.00,2021_01_PIT_BUF,202109120buf,2021,PIT,3,5,0,0,5,17
Minkah Fitzpatrick,FitzMi00,2021_01_PIT_BUF,202109120buf,2021,PIT,2,3,85,100,5,17
Cameron Sutton,SuttCa00,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,85,100,11,38
Joe Haden,HadeJo99,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,85,100,5,17
Terrell Edmunds,EdmuTe00,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,85,100,4,14
Devin Bush Jr.,BushDe01,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,73,86,4,14
T.J. Watt,WattT.00,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,69,81,4,14
Tre Norwood,NorwTr00,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,68,80,10,34
Joe Schobert,SchoJo00,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,66,78,4,14
Cameron Heyward,HeywCa01,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,56,66,9,31
Melvin Ingram,IngrMe00,2021_01_PIT_BUF,202109120buf,2021,PIT,0,0,54,64,0,0
