player,pfr_id,game_id,pfr_game_id,season,team,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct
Michael Griffin,GrifMi99,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,53,100,2,8
Alterraun Verner,VernAl99,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,52,98,5,20
Bernard Pollard,PollBe20,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,51,96,2,8
Derrick Morgan,MorgDe99,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,50,94,3,12
Jurrell Casey,CaseJu00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,45,85,3,12
Coty Sensabaugh,SensCo00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,36,68,11,44
Akeem Ayers,AyerAk00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,29,55,3,12
Kamerion Wimbley,WimbKa20,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,27,51,1,4
Karl Klug,KlugKa00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,23,43,1,4
Ropati Pitoitua,PitoRo00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,19,36,2,8
Sammie Lee Hill,HillSa99,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,17,32,1,4
Mike Martin,MartMi01,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,16,30,2,8
George Wilson,WilsGe01,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,3,6,14,56
Antonio Johnson,JohnAn03,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,3,6,1,4
Daimion Stafford,StafDa00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,18,72
Blidi Wreh-Wilson,WrehBl00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,18,72
Patrick Bailey,BailPa99,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,18,72
Colin McCarthy,McCaCo00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,18,72
Tommie Campbell,CampTo00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,18,72
Darius Reynaud,ReynDa00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,15,60
Brett Kern,KernBr20,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,10,40
Rob Bironas,bironrob01,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,9,36
Beau Brinkley,BrinBe00,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,9,36
Chris Spencer,SpenCh21,2013_01_TEN_PIT,201309080pit,2013,TEN,0,0,0,0,4,16
