player,url,type,position,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct,pfr_game_id,season
Cody Whitehair,/players/W/WhitCo03.htm,home,G,71,100,0,0,1,4,201909050chi,2019
James Daniels,/players/D/DaniJa01.htm,home,C,71,100,0,0,1,4,201909050chi,2019
Bobby Massie,/players/M/MassBo00.htm,home,T,71,100,0,0,1,4,201909050chi,2019
Kyle Long,/players/L/LongKy00.htm,home,G,71,100,0,0,1,4,201909050chi,2019
Charles Leno Jr.,/players/L/LenoCh00.htm,home,T,71,100,0,0,1,4,201909050chi,2019
Mitchell Trubisky,/players/T/TrubMi00.htm,home,QB,71,100,0,0,0,0,201909050chi,2019
Allen Robinson,/players/R/RobiAl02.htm,home,WR,68,96,0,0,0,0,201909050chi,2019
Taylor Gabriel,/players/G/GabrTa00.htm,home,WR,65,92,0,0,0,0,201909050chi,2019
Tarik Cohen,/players/C/CoheTa00.htm,home,RB,51,72,0,0,9,36,201909050chi,2019
Mike Davis,/players/D/DaviMi01.htm,home,RB,40,56,0,0,8,32,201909050chi,2019
Adam Shaheen,/players/S/ShahAd00.htm,home,TE,33,46,0,0,3,12,201909050chi,2019
David Montgomery,/players/M/MontDa01.htm,home,RB,27,38,0,0,0,0,201909050chi,2019
Cordarrelle Patterson,/players/P/PattCo00.htm,home,WR,20,28,0,0,17,68,201909050chi,2019
Javon Wims,/players/W/WimsJa00.htm,home,WR,20,28,0,0,0,0,201909050chi,2019
Anthony Miller,/players/M/MillAn02.htm,home,WR,15,21,0,0,3,12,201909050chi,2019
Ben Braunecker,/players/B/BrauBe00.htm,home,TE,9,13,0,0,21,84,201909050chi,2019
Bradley Sowell,/players/S/SoweBr00.htm,home,TE,7,10,0,0,4,16,201909050chi,2019
Kyle Fuller,/players/F/FullKy00.htm,home,CB,0,0,61,100,3,12,201909050chi,2019
Prince Amukamara,/players/A/AmukPr00.htm,home,CB,0,0,61,100,1,4,201909050chi,2019
Eddie Jackson,/players/J/JackEd01.htm,home,FS,0,0,61,100,1,4,201909050chi,2019
Danny Trevathan,/players/T/TrevDa00.htm,home,LB,0,0,61,100,1,4,201909050chi,2019
Roquan Smith,/players/S/SmitRo07.htm,home,LB,0,0,60,98,1,4,201909050chi,2019
Ha Ha Clinton-Dix,/players/C/ClinHa00.htm,home,SS,0,0,57,93,0,0,201909050chi,2019
Khalil Mack,/players/M/MackKh00.htm,home,LB,0,0,55,90,1,4,201909050chi,2019
Leonard Floyd,/players/F/FloyLe00.htm,home,LB,0,0,52,85,1,4,201909050chi,2019
Akiem Hicks,/players/H/HickAk00.htm,home,DT,0,0,47,77,0,0,201909050chi,2019
Eddie Goldman,/players/G/GoldEd00.htm,home,NT,0,0,33,54,2,8,201909050chi,2019
Bilal Nichols,/players/N/NichBi00.htm,home,DT,0,0,31,51,1,4,201909050chi,2019
Buster Skrine,/players/S/SkriBu00.htm,home,CB,0,0,30,49,9,36,201909050chi,2019
Roy Robertson-Harris,/players/R/RobeRo00.htm,home,DT,0,0,25,41,2,8,201909050chi,2019
Nick Williams,/players/W/WillNi01.htm,home,DT,0,0,12,20,3,12,201909050chi,2019
Aaron Lynch,/players/L/LyncAa00.htm,home,LB,0,0,8,13,0,0,201909050chi,2019
Isaiah Irving,/players/I/IrviIs00.htm,home,LB,0,0,7,11,15,60,201909050chi,2019
Deon Bush,/players/B/BushDe00.htm,home,SS,0,0,5,8,16,64,201909050chi,2019
Duke Shelley,/players/S/ShelDu00.htm,home,CB,0,0,3,5,10,40,201909050chi,2019
Sherrick McManis,/players/M/McMaSh99.htm,home,FS,0,0,2,3,23,92,201909050chi,2019
Kevin Pierre-Louis,/players/P/PierKe00.htm,home,LB,0,0,0,0,23,92,201909050chi,2019
Nick Kwiatkoski,/players/K/KwiaNi00.htm,home,LB,0,0,0,0,23,92,201909050chi,2019
DeAndre Houston-Carson,/players/H/HousDe00.htm,home,FS,0,0,0,0,23,92,201909050chi,2019
Joel Iyiegbuniwe,/players/I/IyieJo00.htm,home,LB,0,0,0,0,21,84,201909050chi,2019
Patrick Scales,/players/S/ScalPa00.htm,home,LS,0,0,0,0,9,36,201909050chi,2019
Pat O'Donnell,/players/O/ODonPa00.htm,home,P,0,0,0,0,9,36,201909050chi,2019
Eddy Pineiro,/players/P/PineEd00.htm,home,K,0,0,0,0,3,12,201909050chi,2019
Cornelius Lucas,/players/L/LucaCo01.htm,home,T,0,0,0,0,3,12,201909050chi,2019
Ted Larsen,/players/L/LarsTe20.htm,home,G,0,0,0,0,1,4,201909050chi,2019
Lane Taylor,/players/T/TaylLa01.htm,away,G,61,100,0,0,2,8,201909050chi,2019
David Bakhtiari,/players/B/BakhDa00.htm,away,T,61,100,0,0,2,8,201909050chi,2019
Bryan Bulaga,/players/B/BulaBr20.htm,away,T,61,100,0,0,2,8,201909050chi,2019
Billy Turner,/players/T/TurnBi00.htm,away,G,61,100,0,0,2,8,201909050chi,2019
Corey Linsley,/players/L/LinsCo00.htm,away,C,61,100,0,0,0,0,201909050chi,2019
Aaron Rodgers,/players/R/RodgAa00.htm,away,QB,61,100,0,0,0,0,201909050chi,2019
Davante Adams,/players/A/AdamDa01.htm,away,WR,59,97,0,0,0,0,201909050chi,2019
Marquez Valdes-Scantling,/players/V/ValdMa00.htm,away,WR,41,67,0,0,0,0,201909050chi,2019
Aaron Jones,/players/J/JoneAa00.htm,away,RB,37,61,0,0,0,0,201909050chi,2019
Marcedes Lewis,/players/L/LewiMa00.htm,away,TE,33,54,0,0,2,8,201909050chi,2019
Jimmy Graham,/players/G/GrahJi00.htm,away,TE,33,54,0,0,0,0,201909050chi,2019
Geronimo Allison,/players/A/AlliGe01.htm,away,WR,30,49,0,0,5,20,201909050chi,2019
Jamaal Williams,/players/W/WillJa06.htm,away,RB,24,39,0,0,13,52,201909050chi,2019
Robert Tonyan,/players/T/TonyRo00.htm,away,TE,19,31,0,0,13,52,201909050chi,2019
Trevor Davis,/players/D/DaviTr03.htm,away,WR,17,28,0,0,20,80,201909050chi,2019
Danny Vitale,/players/V/VitaDa00.htm,away,FB,11,18,0,0,19,76,201909050chi,2019
Jake Kumerow,/players/K/KumeJa00.htm,away,WR,1,2,0,0,12,48,201909050chi,2019
Adrian Amos,/players/A/AmosAd00.htm,away,FS,0,0,71,100,10,40,201909050chi,2019
Darnell Savage Jr.,/players/S/SavaDa00.htm,away,SS,0,0,71,100,9,36,201909050chi,2019
Blake Martinez,/players/M/MartBl01.htm,away,LB,0,0,71,100,4,16,201909050chi,2019
Tramon Williams,/players/W/WillTr99.htm,away,CB,0,0,71,100,3,12,201909050chi,2019
Jaire Alexander,/players/A/AlexJa00.htm,away,CB,0,0,71,100,3,12,201909050chi,2019
Preston Smith,/players/S/SmitPr00.htm,away,LB,0,0,70,99,4,16,201909050chi,2019
Za'Darius Smith,/players/S/SmitZa00.htm,away,LB,0,0,65,92,4,16,201909050chi,2019
Raven Greene,/players/G/GreeRa02.htm,away,FS,0,0,55,77,12,48,201909050chi,2019
Kenny Clark,/players/C/ClarKe01.htm,away,NT,0,0,54,76,3,12,201909050chi,2019
Dean Lowry,/players/L/LowrDe00.htm,away,DE,0,0,46,65,5,20,201909050chi,2019
Kevin King,/players/K/KingKe01.htm,away,CB,0,0,41,58,1,4,201909050chi,2019
Tony Brown,/players/B/BrowTo01.htm,away,CB,0,0,26,37,11,44,201909050chi,2019
Kyler Fackrell,/players/F/FackKy00.htm,away,LB,0,0,22,31,14,56,201909050chi,2019
Montravius Adams,/players/A/AdamMo00.htm,away,DE,0,0,22,31,1,4,201909050chi,2019
Tyler Lancaster,/players/L/LancTy00.htm,away,NT,0,0,14,20,3,12,201909050chi,2019
Rashan Gary,/players/G/GaryRa00.htm,away,LB,0,0,6,8,0,0,201909050chi,2019
Josh Jackson,/players/J/JackJo01.htm,away,CB,0,0,3,4,8,32,201909050chi,2019
Fadol Brown,/players/B/BrowFa00.htm,away,DE,0,0,2,3,0,0,201909050chi,2019
Ty Summers,/players/S/SummTy00.htm,away,LB,0,0,0,0,19,76,201909050chi,2019
Will Redmond,/players/R/RedmWi00.htm,away,SS,0,0,0,0,17,68,201909050chi,2019
Hunter Bradley,/players/B/BradHu00.htm,away,LS,0,0,0,0,11,44,201909050chi,2019
JK Scott,/players/S/ScotJK00.htm,away,P,0,0,0,0,11,44,201909050chi,2019
Allen Lazard,/players/L/LazaAl00.htm,away,WR,0,0,0,0,10,40,201909050chi,2019
Chandon Sullivan,/players/S/SullCh00.htm,away,CB,0,0,0,0,8,32,201909050chi,2019
Mason Crosby,/players/C/CrosMa20.htm,away,K,0,0,0,0,5,20,201909050chi,2019
B.J. Goodson,/players/G/GoodB.00.htm,away,LB,0,0,0,0,3,12,201909050chi,2019
Lucas Patrick,/players/P/PatrLu00.htm,away,C,0,0,0,0,2,8,201909050chi,2019
Elgton Jenkins,/players/J/JenkEl00.htm,away,G,0,0,0,0,2,8,201909050chi,2019
Kyle Rudolph,/players/R/RudoKy00.htm,home,TE,54,100,0,0,6,27,201909080min,2019
Riley Reiff,/players/R/ReifRi00.htm,home,T,54,100,0,0,4,18,201909080min,2019
Brian O'Neill,/players/O/ONeiBr00.htm,home,T,54,100,0,0,4,18,201909080min,2019
Josh Kline,/players/K/KlinJo01.htm,home,G,54,100,0,0,4,18,201909080min,2019
Pat Elflein,/players/E/ElflPa00.htm,home,G,54,100,0,0,4,18,201909080min,2019
Garrett Bradbury,/players/B/BradGa00.htm,home,C,53,98,0,0,0,0,201909080min,2019
Kirk Cousins,/players/C/CousKi00.htm,home,QB,53,98,0,0,0,0,201909080min,2019
Adam Thielen,/players/T/ThieAd00.htm,home,WR,47,87,0,0,2,9,201909080min,2019
Dalvin Cook,/players/C/CookDa01.htm,home,RB,36,67,0,0,0,0,201909080min,2019
Stefon Diggs,/players/D/DiggSt00.htm,home,WR,32,59,0,0,0,0,201909080min,2019
Irv Smith Jr.,/players/S/SmitIr01.htm,home,TE,26,48,0,0,7,32,201909080min,2019
C.J. Ham,/players/H/HamxC.00.htm,home,FB,22,41,0,0,18,82,201909080min,2019
Chad Beebe,/players/B/BeebCh00.htm,home,WR,14,26,0,0,6,27,201909080min,2019
Alexander Mattison,/players/M/MattAl01.htm,home,RB,12,22,0,0,0,0,201909080min,2019
Olabisi Johnson,/players/J/JohnOl00.htm,home,WR,7,13,0,0,4,18,201909080min,2019
Brandon Dillon,/players/D/DillBr00.htm,home,TE,7,13,0,0,0,0,201909080min,2019
Ameer Abdullah,/players/A/AbduAm00.htm,home,RB,4,7,0,0,14,64,201909080min,2019
Dakota Dozier,/players/D/DoziDa00.htm,home,G,4,7,0,0,4,18,201909080min,2019
Mike Boone,/players/B/BoonMi00.htm,home,RB,2,4,0,0,13,59,201909080min,2019
Danielle Hunter,/players/H/HuntDa01.htm,home,DE,1,2,61,82,4,18,201909080min,2019
Austin Cutting,/players/C/CuttAu00.htm,home,LS,1,2,0,0,10,45,201909080min,2019
Britton Colquitt,/players/C/ColqBr00.htm,home,P,1,2,0,0,10,45,201909080min,2019
Dan Bailey,/players/B/BailDa00.htm,home,K,1,2,0,0,9,41,201909080min,2019
Rashod Hill,/players/H/HillRa01.htm,home,T,1,2,0,0,4,18,201909080min,2019
Anthony Harris,/players/H/HarrAn01.htm,home,FS,0,0,74,100,8,36,201909080min,2019
Harrison Smith,/players/S/SmitHa00.htm,home,SS,0,0,74,100,3,14,201909080min,2019
Eric Kendricks,/players/K/KendEr00.htm,home,LB,0,0,68,92,0,0,201909080min,2019
Anthony Barr,/players/B/BarrAn00.htm,home,LB,0,0,68,92,0,0,201909080min,2019
Trae Waynes,/players/W/WaynTr00.htm,home,CB,0,0,63,85,8,36,201909080min,2019
Xavier Rhodes,/players/R/RhodXa00.htm,home,CB,0,0,62,84,0,0,201909080min,2019
Everson Griffen,/players/G/GrifEv99.htm,home,DE,0,0,61,82,0,0,201909080min,2019
Jayron Kearse,/players/K/KearJa00.htm,home,FS,0,0,43,58,13,59,201909080min,2019
Shamar Stephen,/players/S/StepSh00.htm,home,DT,0,0,40,54,0,0,201909080min,2019
Linval Joseph,/players/J/JoseLi99.htm,home,NT,0,0,38,51,0,0,201909080min,2019
Stephen Weatherly,/players/W/WeatSt00.htm,home,DE,0,0,32,43,9,41,201909080min,2019
Hercules Mata'afa,/players/M/MataHe00.htm,home,DE,0,0,26,35,0,0,201909080min,2019
Jaleel Johnson,/players/J/JohnJa09.htm,home,NT,0,0,26,35,0,0,201909080min,2019
Mackensie Alexander,/players/A/AlexMa01.htm,home,CB,0,0,19,26,0,0,201909080min,2019
Ben Gedeon,/players/G/GedeBe00.htm,home,LB,0,0,18,24,18,82,201909080min,2019
Kris Boyd,/players/B/BoydKr00.htm,home,CB,0,0,15,20,12,55,201909080min,2019
Ifeadi Odenigbo,/players/O/OdenIf00.htm,home,DE,0,0,12,16,1,5,201909080min,2019
Eric Wilson,/players/W/WilsEr00.htm,home,LB,0,0,7,9,17,77,201909080min,2019
Mark Fields II,/players/F/FielMa01.htm,home,CB,0,0,6,8,2,9,201909080min,2019
Marcus Epps,/players/E/EppsMa00.htm,home,SS,0,0,1,1,6,27,201909080min,2019
Kentrell Brothers,/players/B/BrotKe00.htm,home,LB,0,0,0,0,18,82,201909080min,2019
Matt Ryan,/players/R/RyanMa00.htm,away,QB,74,100,0,0,0,0,201909080min,2019
Jake Matthews,/players/M/MattJa00.htm,away,T,74,100,0,0,0,0,201909080min,2019
Alex Mack,/players/M/MackAl20.htm,away,C,74,100,0,0,0,0,201909080min,2019
James Carpenter,/players/C/CarpJa00.htm,away,G,74,100,0,0,0,0,201909080min,2019
Mohamed Sanu,/players/S/SanuMo00.htm,away,WR,62,84,0,0,0,0,201909080min,2019
Austin Hooper,/players/H/HoopAu00.htm,away,TE,58,78,0,0,0,0,201909080min,2019
Calvin Ridley,/players/R/RidlCa00.htm,away,WR,57,77,0,0,0,0,201909080min,2019
Julio Jones,/players/J/JoneJu02.htm,away,WR,50,68,0,0,0,0,201909080min,2019
Chris Lindstrom,/players/L/LindCh00.htm,away,G,45,61,0,0,0,0,201909080min,2019
Kaleb McGary,/players/M/McGaKa00.htm,away,T,43,58,0,0,0,0,201909080min,2019
Ito Smith,/players/S/SmitIt00.htm,away,RB,38,51,0,0,0,0,201909080min,2019
Devonta Freeman,/players/F/FreeDe00.htm,away,RB,36,49,0,0,0,0,201909080min,2019
Ty Sambrailo,/players/S/SambTy00.htm,away,T,33,45,0,0,0,0,201909080min,2019
Wes Schweitzer,/players/S/SchwWe00.htm,away,C,29,39,0,0,0,0,201909080min,2019
Luke Stocker,/players/S/StocLu00.htm,away,TE,22,30,0,0,9,41,201909080min,2019
Justin Hardy,/players/H/HardJu00.htm,away,WR,21,28,0,0,13,59,201909080min,2019
Russell Gage,/players/G/GageRu00.htm,away,WR,13,18,1,2,11,50,201909080min,2019
Keith Smith,/players/S/SmitKe03.htm,away,FB,6,8,0,0,5,23,201909080min,2019
Jaeden Graham,/players/G/GrahJa01.htm,away,TE,5,7,0,0,17,77,201909080min,2019
De'Vondre Campbell,/players/C/CampDe00.htm,away,LB,0,0,54,100,4,18,201909080min,2019
Desmond Trufant,/players/T/TrufDe00.htm,away,CB,0,0,53,98,0,0,201909080min,2019
Keanu Neal,/players/N/NealKe01.htm,away,FS,0,0,50,93,0,0,201909080min,2019
Vic Beasley,/players/B/BeasVi00.htm,away,LB,0,0,48,89,0,0,201909080min,2019
Ricardo Allen,/players/A/AlleRi00.htm,away,SS,0,0,47,87,1,5,201909080min,2019
Takkarist McKinley,/players/M/McKiTa00.htm,away,DE,0,0,47,87,0,0,201909080min,2019
Allen Bailey,/players/B/BailAl00.htm,away,DE,0,0,44,81,4,18,201909080min,2019
Grady Jarrett,/players/J/JarrGr00.htm,away,DT,0,0,43,80,4,18,201909080min,2019
Tyeler Davison,/players/D/DaviTy01.htm,away,DT,0,0,42,78,4,18,201909080min,2019
Isaiah Oliver,/players/O/OlivIs00.htm,away,CB,0,0,42,78,1,5,201909080min,2019
Deion Jones,/players/J/JoneDe01.htm,away,LB,0,0,34,63,4,18,201909080min,2019
Foyesade Oluokun,/players/O/OluoFo00.htm,away,LB,0,0,23,43,12,55,201909080min,2019
Jack Crawford,/players/C/CrawJa00.htm,away,DT,0,0,23,43,5,23,201909080min,2019
Kemal Ishmael,/players/I/IshmKe00.htm,away,SS,0,0,14,26,22,100,201909080min,2019
Adrian Clayborn,/players/C/ClayAd00.htm,away,DE,0,0,12,22,0,0,201909080min,2019
Damontae Kazee,/players/K/KazeDa00.htm,away,SS,0,0,11,20,11,50,201909080min,2019
Sharrod Neasman,/players/N/NeasSh00.htm,away,SS,0,0,4,7,22,100,201909080min,2019
Duke Riley,/players/R/RileDu00.htm,away,LB,0,0,1,2,22,100,201909080min,2019
Kendall Sheffield,/players/S/ShefKe00.htm,away,CB,0,0,1,2,17,77,201909080min,2019
Jermaine Grace,/players/G/GracJe00.htm,away,LB,0,0,0,0,18,82,201909080min,2019
Kenjon Barner,/players/B/BarnKe00.htm,away,RB,0,0,0,0,11,50,201909080min,2019
Blidi Wreh-Wilson,/players/W/WrehBl00.htm,away,CB,0,0,0,0,8,36,201909080min,2019
Matthew Bosher,/players/B/BoshMa00.htm,away,P,0,0,0,0,7,32,201909080min,2019
John Cominsky,/players/C/ComiJo00.htm,away,DE,0,0,0,0,6,27,201909080min,2019
Josh Harris,/players/H/HarrJo02.htm,away,LS,0,0,0,0,4,18,201909080min,2019
Kelechi Osemele,/players/O/OsemKe00.htm,home,G,71,100,0,0,2,9,201909080nyj,2019
Brandon Shell,/players/S/ShelBr00.htm,home,T,71,100,0,0,2,9,201909080nyj,2019
Ryan Kalil,/players/K/KaliRy20.htm,home,C,71,100,0,0,0,0,201909080nyj,2019
Sam Darnold,/players/D/DarnSa00.htm,home,QB,71,100,0,0,0,0,201909080nyj,2019
Le'Veon Bell,/players/B/BellLe00.htm,home,RB,71,100,0,0,0,0,201909080nyj,2019
Kelvin Beachum,/players/B/BeacKe00.htm,home,T,71,100,0,0,0,0,201909080nyj,2019
Brian Winters,/players/W/WintBr00.htm,home,G,71,100,0,0,0,0,201909080nyj,2019
Robby Anderson,/players/A/AndeRo04.htm,home,WR,68,96,0,0,0,0,201909080nyj,2019
Ryan Griffin,/players/G/GrifRy00.htm,home,TE,67,94,0,0,9,39,201909080nyj,2019
Quincy Enunwa,/players/E/EnunQu00.htm,home,WR,65,92,0,0,0,0,201909080nyj,2019
Jamison Crowder,/players/C/CrowJa00.htm,home,WR,64,90,0,0,0,0,201909080nyj,2019
Josh Bellamy,/players/B/BellJo02.htm,home,WR,6,8,0,0,16,70,201909080nyj,2019
Ty Montgomery,/players/M/MontTy01.htm,home,RB,5,7,0,0,2,9,201909080nyj,2019
Trevon Wesco,/players/W/WescTr00.htm,home,TE,5,7,0,0,0,0,201909080nyj,2019
Daniel Brown,/players/B/BrowDa04.htm,home,TE,2,3,0,0,6,26,201909080nyj,2019
Trenton Cannon,/players/C/CannTr00.htm,home,RB,1,1,0,0,16,70,201909080nyj,2019
Jamal Adams,/players/A/AdamJa00.htm,home,SS,0,0,66,100,4,17,201909080nyj,2019
Darryl Roberts,/players/R/RobeDa00.htm,home,CB,0,0,66,100,4,17,201909080nyj,2019
Trumaine Johnson,/players/J/JohnTr05.htm,home,CB,0,0,66,100,1,4,201909080nyj,2019
Marcus Maye,/players/M/MayeMa00.htm,home,FS,0,0,66,100,0,0,201909080nyj,2019
Neville Hewitt,/players/H/HewiNe00.htm,home,LB,0,0,65,98,11,48,201909080nyj,2019
Leonard Williams,/players/W/WillLe02.htm,home,DT,0,0,58,88,4,17,201909080nyj,2019
Henry Anderson,/players/A/AndeHe00.htm,home,DE,0,0,47,71,6,26,201909080nyj,2019
C.J. Mosley,/players/M/MoslC.00.htm,home,LB,0,0,46,70,1,4,201909080nyj,2019
Jordan Jenkins,/players/J/JenkJo01.htm,home,LB,0,0,40,61,3,13,201909080nyj,2019
Brian Poole,/players/P/PoolBr01.htm,home,CB,0,0,36,55,9,39,201909080nyj,2019
Steve McLendon,/players/M/McLeSt00.htm,home,NT,0,0,34,52,4,17,201909080nyj,2019
Bronson Kaufusi,/players/K/KaufBr01.htm,home,DE,0,0,29,44,10,43,201909080nyj,2019
Frankie Luvu,/players/L/LuvuFr00.htm,home,LB,0,0,25,38,8,35,201909080nyj,2019
Harvey Langi,/players/L/LangHa00.htm,home,LB,0,0,23,35,12,52,201909080nyj,2019
Quinnen Williams,/players/W/WillQu00.htm,home,NT,0,0,23,35,1,4,201909080nyj,2019
Blake Cashman,/players/C/CashBl00.htm,home,LB,0,0,21,32,16,70,201909080nyj,2019
Tarell Basham,/players/B/BashTa00.htm,home,LB,0,0,13,20,8,35,201909080nyj,2019
Rontez Miles,/players/M/MileRo00.htm,home,FS,0,0,1,2,21,91,201909080nyj,2019
Arthur Maulet,/players/M/MaulAr00.htm,home,CB,0,0,1,2,11,48,201909080nyj,2019
Albert McClellan,/players/M/McClAl00.htm,home,LB,0,0,0,0,17,74,201909080nyj,2019
Matthias Farley,/players/F/FarlMa00.htm,home,SS,0,0,0,0,10,43,201909080nyj,2019
Thomas Hennessy,/players/H/HennTh00.htm,home,LS,0,0,0,0,9,39,201909080nyj,2019
Lac Edwards,/players/E/EdwaLa01.htm,home,P,0,0,0,0,9,39,201909080nyj,2019
Nate Hairston,/players/H/HairNa00.htm,home,CB,0,0,0,0,6,26,201909080nyj,2019
Kaare Vedvik,/players/V/VedvKa00.htm,home,K,0,0,0,0,5,22,201909080nyj,2019
Braxton Berrios,/players/B/BerrBr00.htm,home,WR,0,0,0,0,4,17,201909080nyj,2019
Tom Compton,/players/C/CompTo00.htm,home,G,0,0,0,0,2,9,201909080nyj,2019
Jonotthan Harrison,/players/H/HarrJo03.htm,home,C,0,0,0,0,2,9,201909080nyj,2019
Alex Lewis,/players/L/LewiAl01.htm,home,G,0,0,0,0,2,9,201909080nyj,2019
Quinton Spain,/players/S/SpaiQu00.htm,away,G,66,100,0,0,3,13,201909080nyj,2019
Dion Dawkins,/players/D/DawkDi00.htm,away,T,66,100,0,0,3,13,201909080nyj,2019
Jon Feliciano,/players/F/FeliJo00.htm,away,G,66,100,0,0,3,13,201909080nyj,2019
Josh Allen,/players/A/AlleJo02.htm,away,QB,66,100,0,0,0,0,201909080nyj,2019
Mitch Morse,/players/M/MorsMi00.htm,away,C,66,100,0,0,0,0,201909080nyj,2019
John Brown,/players/B/BrowJo02.htm,away,WR,56,85,0,0,0,0,201909080nyj,2019
Cole Beasley,/players/B/BeasCo00.htm,away,WR,45,68,0,0,0,0,201909080nyj,2019
Devin Singletary,/players/S/SingDe00.htm,away,RB,45,68,0,0,0,0,201909080nyj,2019
Dawson Knox,/players/K/KnoxDa00.htm,away,TE,38,58,0,0,6,26,201909080nyj,2019
Cody Ford,/players/F/FordCo00.htm,away,T,36,55,0,0,3,13,201909080nyj,2019
Patrick DiMarco,/players/D/DiMaPa00.htm,away,FB,31,47,0,0,6,26,201909080nyj,2019
Ty Nsekhe,/players/N/NsekTy00.htm,away,T,30,45,0,0,3,13,201909080nyj,2019
Zay Jones,/players/J/JoneZa00.htm,away,WR,29,44,0,0,3,13,201909080nyj,2019
Lee Smith,/players/S/SmitLe00.htm,away,TE,26,39,0,0,3,13,201909080nyj,2019
Tommy Sweeney,/players/S/SweeTo00.htm,away,TE,21,32,0,0,0,0,201909080nyj,2019
Frank Gore,/players/G/GoreFr00.htm,away,RB,19,29,0,0,0,0,201909080nyj,2019
Robert Foster,/players/F/FostRo01.htm,away,WR,14,21,0,0,8,35,201909080nyj,2019
Isaiah McKenzie,/players/M/McKeIs00.htm,away,WR,4,6,0,0,3,13,201909080nyj,2019
T.J. Yeldon,/players/Y/YeldT.00.htm,away,RB,2,3,0,0,8,35,201909080nyj,2019
Tre'Davious White,/players/W/WhitTr01.htm,away,CB,0,0,71,100,9,39,201909080nyj,2019
Micah Hyde,/players/H/HydeMi00.htm,away,FS,0,0,71,100,9,39,201909080nyj,2019
Jordan Poyer,/players/P/PoyeJo00.htm,away,SS,0,0,71,100,9,39,201909080nyj,2019
Matt Milano,/players/M/MilaMa00.htm,away,LB,0,0,71,100,7,30,201909080nyj,2019
Tremaine Edmunds,/players/E/EdmuTr01.htm,away,LB,0,0,71,100,4,17,201909080nyj,2019
Levi Wallace,/players/W/WallLe00.htm,away,CB,0,0,71,100,2,9,201909080nyj,2019
Trent Murphy,/players/M/MurpTr00.htm,away,DE,0,0,56,79,2,9,201909080nyj,2019
Jerry Hughes,/players/H/HughJe99.htm,away,DE,0,0,49,69,1,4,201909080nyj,2019
Ed Oliver,/players/O/OlivEd00.htm,away,DT,0,0,47,66,1,4,201909080nyj,2019
Siran Neal,/players/N/NealSi00.htm,away,SS,0,0,33,46,15,65,201909080nyj,2019
Taron Johnson,/players/J/JohnTa01.htm,away,CB,0,0,32,45,4,17,201909080nyj,2019
Star Lotulelei,/players/L/LotuSt00.htm,away,DT,0,0,30,42,3,13,201909080nyj,2019
Lorenzo Alexander,/players/A/AlexLo99.htm,away,LB,0,0,26,37,11,48,201909080nyj,2019
Jordan Phillips,/players/P/PhilJo01.htm,away,DT,0,0,24,34,3,13,201909080nyj,2019
Harrison Phillips,/players/P/PhilHa00.htm,away,DT,0,0,23,32,2,9,201909080nyj,2019
Shaq Lawson,/players/L/LawsSh00.htm,away,DE,0,0,22,31,1,4,201909080nyj,2019
Darryl Johnson,/players/J/JohnDa10.htm,away,DE,0,0,13,18,15,65,201909080nyj,2019
Kurt Coleman,/players/C/ColeKu99.htm,away,FS,0,0,0,0,16,70,201909080nyj,2019
Julian Stanford,/players/S/StanJu00.htm,away,LB,0,0,0,0,16,70,201909080nyj,2019
Maurice Alexander,/players/A/AlexMa00.htm,away,LB,0,0,0,0,16,70,201909080nyj,2019
Corey Thompson,/players/T/ThomCo02.htm,away,LB,0,0,0,0,16,70,201909080nyj,2019
Kevin Johnson,/players/J/JohnKe04.htm,away,CB,0,0,0,0,16,70,201909080nyj,2019
Stephen Hauschka,/players/H/HausSt00.htm,away,K,0,0,0,0,7,30,201909080nyj,2019
Corey Bojorquez,/players/B/BojoCo00.htm,away,P,0,0,0,0,7,30,201909080nyj,2019
Reid Ferguson,/players/F/FergRe00.htm,away,LS,0,0,0,0,6,26,201909080nyj,2019
Spencer Long,/players/L/LongSp00.htm,away,C,0,0,0,0,3,13,201909080nyj,2019
Isaac Seumalo,/players/S/SeumIs00.htm,home,G,74,100,0,0,4,14,201909080phi,2019
Lane Johnson,/players/J/JohnLa01.htm,home,T,74,100,0,0,4,14,201909080phi,2019
Jason Kelce,/players/K/KelcJa00.htm,home,C,74,100,0,0,1,3,201909080phi,2019
Carson Wentz,/players/W/WentCa00.htm,home,QB,74,100,0,0,0,0,201909080phi,2019
Jason Peters,/players/P/PeteJa21.htm,home,T,74,100,0,0,0,0,201909080phi,2019
Zach Ertz,/players/E/ErtzZa00.htm,home,TE,61,82,0,0,1,3,201909080phi,2019
Alshon Jeffery,/players/J/JeffAl00.htm,home,WR,59,80,0,0,0,0,201909080phi,2019
Nelson Agholor,/players/A/AghoNe00.htm,home,WR,59,80,0,0,0,0,201909080phi,2019
Brandon Brooks,/players/B/BrooBr00.htm,home,G,54,73,0,0,3,10,201909080phi,2019
DeSean Jackson,/players/J/JackDe00.htm,home,WR,51,69,0,0,0,0,201909080phi,2019
Dallas Goedert,/players/G/GoedDa00.htm,home,TE,41,55,0,0,9,31,201909080phi,2019
Miles Sanders,/players/S/SandMi01.htm,home,RB,36,49,0,0,0,0,201909080phi,2019
Darren Sproles,/players/S/SproDa00.htm,home,RB,22,30,0,0,7,24,201909080phi,2019
