game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat
2020_01_HOU_KC,202009100kan,2020,1,REG,KC,HOU,Sammy Watkins,WatkSa00,0,0,0,0,141.7
2020_01_HOU_KC,202009100kan,2020,1,REG,KC,HOU,Travis Kelce,KelcTr00,0,0,0,0,141
2020_01_HOU_KC,202009100kan,2020,1,REG,KC,HOU,Tyreek Hill,HillTy00,0,0,0,0,138.2
2020_01_HOU_KC,202009100kan,2020,1,REG,KC,HOU,Demarcus Robinson,RobiDe01,1,1,0.167,0,57.6
2020_01_HOU_KC,202009100kan,2020,1,REG,KC,HOU,Darrel Williams,WillDa10,0,0,0,0,81.2
2020_01_HOU_KC,202009100kan,2020,1,REG,KC,HOU,Mecole Hardman,HardMe00,0,0,0,0,91.7
2020_01_HOU_KC,202009100kan,2020,1,REG,KC,HOU,Clyde Edwards-Helaire,EdwaCl00,0,0,0,0,39.6
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Will Fuller,FullWi01,0,1,0.1,0,113.3
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,David Johnson,JohnDa08,0,0,0,0,97.9
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Jordan Akins,AkinJo00,2,0,0,0,158.3
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Randall Cobb,CobbRa00,0,0,0,0,89.6
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Brandin Cooks,CookBr00,0,0,0,1,12.5
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Darren Fells,FellDa01,0,0,0,0,106.2
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,DeAndre Carter,CartDe02,0,1,0.5,0,60.4
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Duke Johnson,JohnDu00,0,0,0,0,39.6
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Kenny Stills,StilKe00,0,2,1,0,39.6
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Julio Jones,JoneJu02,1,2,0.167,0,116.7
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Calvin Ridley,RidlCa00,0,0,0,0,149.3
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Russell Gage,GageRu00,2,1,0.083,0,104.2
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Hayden Hurst,HursHa00,0,0,0,0,83.7
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Ito Smith,SmitIt00,0,0,0,0,79.2
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Brian Hill,HillBr02,0,0,0,0,83.3
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Todd Gurley,GurlTo01,0,1,0.2,0,47.9
