game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Zach Cunningham,CunnZa00,0,6,6,1,64,10.7,10.7,0,111.1,0.7,4,60,1,0,0,0,0,7,2,0.222
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Vernon Hargreaves III,HargVe00,0,6,5,0.833,43,8.6,7.2,1,136.1,3.3,14,29,0,0,0,0,0,4,1,0.2
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Bradley Roby,RobyBr00,0,6,5,0.833,33,6.6,5.5,1,129.2,7.2,19,14,0,0,0,0,0,6,0,0
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,John Reid,ReidJo00,0,4,3,0.75,33,11,8.3,0,99,11.5,22,11,2,1,0,0,1,7,0,0
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,A.J. Moore,MoorA.00,0,4,3,0.75,27,9,6.8,1,132.3,4.8,19,8,2,0,0,0,0,1,0,0
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Lonnie Johnson Jr.,JohnLo01,0,2,1,0.5,19,19,9.5,0,83.3,9.5,14,5,0,0,0,0,0,2,0,0
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Eric Murray,MurrEr00,0,1,1,1,5,5,5,0,87.5,0,0,5,1,0,0,0,0,7,0,0
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Justin Reid,ReidJu00,0,4,1,0.25,2,2,0.5,0,39.6,10.3,0,2,4,0,0,0,0,5,1,0.167
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,J.J. Watt,WattJ.00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,4,0,0
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Jacob Martin,MartJa02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,2,0,0
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Brennan Scarlett,ScarBr00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,2,0,0
2020_01_HOU_KC,202009100kan,2020,1,REG,HOU,KC,Benardrick McKinney,McKiBe00,0,1,0,0,NA,NA,0,NA,39.6,-7,NA,NA,4,0,0,0,0,7,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Isaiah Oliver,OlivIs00,0,9,7,0.778,93,13.3,10.3,1,146.8,9,60,33,0,0,0,0,0,7,1,0.125
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,AJ Terrell,TerrAJ00,0,6,6,1,90,15,15,1,158.3,11,66,24,0,0,0,0,0,6,1,0.143
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Deion Jones,JoneDe01,0,7,6,0.857,44,7.3,6.3,0,92.9,3.7,8,36,1,0,0,0,0,9,1,0.1
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Darqueze Dennard,DennDa00,0,4,3,0.75,29,9.7,7.3,0,94.8,7.3,25,4,1,0,0,0,0,3,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Keanu Neal,NealKe01,0,3,3,1,16,5.3,5.3,0,88.9,0.3,1,15,2,0,0,0,0,6,2,0.25
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Mykal Walker,WalkMy00,0,2,2,1,12,6,6,0,91.7,-2,-4,16,0,0,0,0,0,3,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Foyesade Oluokun,OluoFo00,0,3,2,0.667,16,8,5.3,0,79.9,10,12,4,7,0,0,0,0,6,1,0.143
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Takkarist McKinley,McKiTa00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5,1,6,4,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Dante Fowler,FowlDa00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,0,0.5,3,4,1,0.2
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,Grady Jarrett,JarrGr00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1.5,3,5,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,ATL,SEA,John Cominsky,ComiJo00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Shaquill Griffin,GrifSh00,0,12,10,0.833,125,12.5,10.4,2,149.7,10.9,106,19,1,0,0,0,0,7,2,0.222
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Quinton Dunbar,DunbQu00,0,11,7,0.636,127,18.1,11.5,0,103.2,16.2,102,25,1,0,0,0,0,5,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Marquise Blair,BlaiMa01,0,7,6,0.857,89,14.8,12.7,0,118.7,9.3,58,31,2,0,0,0,0,7,1,0.125
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Lano Hill,HillDe02,0,5,4,0.8,51,12.8,10.2,0,109.2,10,46,5,0,0,0,0,0,5,1,0.167
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Bobby Wagner,WagnBo00,0,7,3,0.429,18,6,2.6,0,50.3,5.7,17,1,8,0,0,0,0,7,1,0.125
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Bruce Irvin,IrviBr00,0,2,2,1,5,2.5,2.5,0,79.2,-1,-2,7,8,1,2,0,3,3,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Jamal Adams,AdamJa00,0,4,2,0.5,16,8,4,0,60.4,4,9,7,11,0,1,1,2,12,2,0.143
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Jordyn Brooks,BrooJo01,0,2,2,1,7,3.5,3.5,0,81.2,1.5,3,4,0,0,0,0,0,1,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Quandre Diggs,DiggQu00,1,3,2,0.667,23,11.5,7.7,0,50,7.7,22,1,0,0,0,0,0,4,1,0.2
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Rasheem Green,GreeRa01,0,1,1,1,1,1,1,0,79.2,-2,-2,3,0,1,0,0,1,2,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,K.J. Wright,WrigK.00,0,1,1,1,7,7,7,0,95.8,6,6,1,1,0,0,0,0,3,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Tre Flowers,FlowTr01,0,1,1,1,11,11,11,0,112.5,5,5,6,0,0,0,0,0,1,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Benson Mayowa,MayoBe00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,1,2,1,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,L.J. Collier,CollLJ00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,1,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Damontre Moore,MoorDa01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,2,0,0
2020_01_SEA_ATL,202009130atl,2020,1,REG,SEA,ATL,Jarran Reed,ReedJa02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,2,0,0
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Marcus Peters,PeteMa00,0,8,5,0.625,32,6.4,4,0,70.8,11.1,27,5,0,0,0,0,0,3,2,0.4
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Patrick Queen,QueePa00,0,3,3,1,28,9.3,9.3,0,105.6,8.7,26,2,1,0,0,1,1,8,1,0.111
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Tavon Young,YounTa01,0,3,2,0.667,40,20,13.3,0,109.7,12.3,33,7,2,0,0,0,0,2,0,0
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,L.J. Fort,FortL.00,0,3,2,0.667,8,4,2.7,0,70.1,0.3,1,7,0,0,0,0,0,6,1,0.143
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Matt Judon,JudoMa00,0,1,1,1,21,21,21,0,118.7,19,19,2,5,0,1,0,1,4,0,0
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Chuck Clark,ClarCh00,0,2,1,0.5,0,0,0,0,56.2,-1,0,0,9,0,0,0,0,6,2,0.25
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Malik Harrison,HarrMa06,0,2,1,0.5,5,5,2.5,0,56.2,11,5,0,1,0,0,0,0,4,0,0
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Pernell McPhee,McPhPe00,0,1,1,1,8,8,8,0,100,1,1,7,9,0,0,0,0,4,1,0.2
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Jimmy Smith,SmitJi03,0,1,1,1,9,9,9,0,104.2,9,9,0,3,0,0,0,0,1,0,0
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Marlon Humphrey,HumpMa00,1,5,1,0.2,6,6,1.2,0,0,12,6,0,0,0,0,0,0,1,0,0
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Anthony Levine,LeviAn00,0,1,1,1,20,20,20,0,118.7,20,20,0,0,0,0,0,0,0,0,NA
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,DeShon Elliott,ElliDe02,0,1,1,1,13,13,13,0,118.7,11,11,2,2,0,0,0,0,5,1,0.167
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Tyus Bowser,BowsTy00,0,1,0,0,NA,NA,0,NA,39.6,5,NA,NA,10,1,0,1,2,2,0,0
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Jaylon Ferguson,FergJa02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,2,1,0,0
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Derek Wolfe,WolfDe00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,3,1,0.25
2020_01_CLE_BAL,202009130rav,2020,1,REG,BAL,CLE,Brandon Williams,WillBr02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,3,0,0
