game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,Tarik Cohen,CoheTa00,1,1,0.1,0,87.1
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,Allen Robinson,RobiAl02,2,1,0.077,1,47.6
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,Mike Davis,DaviMi01,0,0,0,0,79.2
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,Taylor Gabriel,GabrTa00,0,0,0,0,55.4
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,David Montgomery,MontDa01,0,0,0,0,118.7
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,Cordarrelle Patterson,PattCo00,0,0,0,0,42.4
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,Adam Shaheen,ShahAd00,0,0,0,0,56.2
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,Javon Wims,WimsJa00,0,0,0,0,39.6
2019_01_GB_CHI,201909050chi,2019,1,REG,CHI,GB,Anthony Miller,MillAn02,0,0,0,0,39.6
2019_01_GB_CHI,201909050chi,2019,1,REG,GB,CHI,Davante Adams,AdamDa01,1,0,0,0,62.5
2019_01_GB_CHI,201909050chi,2019,1,REG,GB,CHI,Marquez Valdes-Scantling,ValdMa00,0,0,0,0,93.7
2019_01_GB_CHI,201909050chi,2019,1,REG,GB,CHI,Jimmy Graham,GrahJi00,0,0,0,0,116.7
2019_01_GB_CHI,201909050chi,2019,1,REG,GB,CHI,Marcedes Lewis,LewiMa00,0,0,0,0,77.1
2019_01_GB_CHI,201909050chi,2019,1,REG,GB,CHI,Jamaal Williams,WillJa06,1,0,0,0,97.9
2019_01_GB_CHI,201909050chi,2019,1,REG,GB,CHI,Trevor Davis,DaviTr03,0,0,0,0,118.7
2019_01_GB_CHI,201909050chi,2019,1,REG,GB,CHI,Aaron Jones,JoneAa00,0,0,0,0,79.2
2019_01_GB_CHI,201909050chi,2019,1,REG,GB,CHI,Robert Tonyan,TonyRo00,0,0,0,0,118.7
