game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Nelson Agholor,AghoNe00,0,0,0,0,80.4
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Zach Ertz,ErtzZa00,0,2,0.2,0,63.7
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Darren Sproles,SproDa00,1,1,0.143,0,62.8
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,DeAndre Carter,CartDe02,0,0,0,0,108.3
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Nick Foles,FoleNi00,0,0,0,0,118.7
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Dallas Goedert,GoedDa00,0,1,0.333,1,2.8
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Mike Wallace,WallMi00,0,0,0,0,39.6
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Julio Jones,JoneJu02,0,0,0,1,61.1
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Mohamed Sanu,SanuMo00,0,0,0,0,70.1
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Devonta Freeman,FreeDe00,1,1,0.2,0,64.6
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Austin Hooper,HoopAu00,0,0,0,0,89.6
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Tevin Coleman,ColeTe01,0,0,0,0,95.8
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Calvin Ridley,RidlCa00,0,1,0.5,0,39.6
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Eric Saubert,SaubEr00,0,0,0,0,39.6
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Javorius Allen,AlleJa01,1,0,0,0,79.2
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Willie Snead,SneaWi00,0,0,0,0,131.2
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Maxx Williams,WillMa04,0,0,0,0,111.1
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Michael Crabtree,CrabMi00,0,1,0.167,0,109.7
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,John Brown,BrowJo02,0,0,0,0,150
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Nick Boyle,BoylNi00,0,1,0.167,0,71.5
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Mark Andrews,AndrMa00,0,0,0,0,96.9
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Chris Moore,MoorCh00,0,0,0,0,87.5
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Alex Collins,CollAl00,0,0,0,0,91.7
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Zay Jones,JoneZa00,0,0,0,0,61.8
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Jason Croom,CrooJa00,0,0,0,0,82.6
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Jeremy Kerley,KerlJe00,0,1,0.25,0,56.2
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Kelvin Benjamin,BenjKe00,0,0,0,2,0
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Logan Thomas,ThomLo00,0,0,0,0,93.7
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,LeSean McCoy,McCoLe01,0,1,0.333,0,42.4
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Andre Holmes,HolmAn00,0,0,0,0,118.7
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Charles Clay,ClayCh00,0,0,0,0,39.6
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Marcus Murphy,MurpMa03,0,1,0.5,0,39.6
2018_01_BUF_BAL,201809090rav,2018,1,REG,BUF,BAL,Robert Foster,FostRo01,0,0,0,0,39.6
2018_01_PIT_CLE,201809090cle,2018,1,REG,CLE,PIT,Jarvis Landry,LandJa00,0,2,0.133,0,70.4
2018_01_PIT_CLE,201809090cle,2018,1,REG,CLE,PIT,David Njoku,NjokDa00,0,1,0.143,0,50.3
2018_01_PIT_CLE,201809090cle,2018,1,REG,CLE,PIT,Darren Fells,FellDa01,1,0,0,0,116.7
2018_01_PIT_CLE,201809090cle,2018,1,REG,CLE,PIT,Josh Gordon,GordJo02,0,0,0,1,53.5
2018_01_PIT_CLE,201809090cle,2018,1,REG,CLE,PIT,Rashard Higgins,HiggRa00,0,0,0,0,81.9
2018_01_PIT_CLE,201809090cle,2018,1,REG,CLE,PIT,Carlos Hyde,HydeCa00,0,0,0,0,56.2
2018_01_PIT_CLE,201809090cle,2018,1,REG,CLE,PIT,Duke Johnson,JohnDu00,0,0,0,0,39.6
2018_01_PIT_CLE,201809090cle,2018,1,REG,CLE,PIT,Antonio Callaway,CallAn00,0,0,0,0,39.6
2018_01_PIT_CLE,201809090cle,2018,1,REG,PIT,CLE,Antonio Brown,BrowAn04,0,1,0.063,2,54.4
2018_01_PIT_CLE,201809090cle,2018,1,REG,PIT,CLE,James Conner,ConnJa00,0,0,0,0,106.2
2018_01_PIT_CLE,201809090cle,2018,1,REG,PIT,CLE,JuJu Smith-Schuster,SmitJu00,0,0,0,0,106.2
2018_01_PIT_CLE,201809090cle,2018,1,REG,PIT,CLE,Jesse James,JameJe00,0,1,0.2,1,62.5
2018_01_PIT_CLE,201809090cle,2018,1,REG,PIT,CLE,Justin Hunter,HuntJu00,0,0,0,0,39.6
2018_01_PIT_CLE,201809090cle,2018,1,REG,PIT,CLE,Ryan Switzer,SwitRy00,0,1,1,0,39.6
2018_01_CIN_IND,201809090clt,2018,1,REG,IND,CIN,Ryan Grant,GranRy01,0,0,0,0,94
