game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat
2021_05_PHI_CAR,202110100car,2021,5,REG,CAR,PHI,Tommy Tremble,TremTo00,0,1,0.25,0,95.8
2021_05_PHI_CAR,202110100car,2021,5,REG,CAR,PHI,Royce Freeman,FreeRo00,0,0,0,0,56.2
2021_05_PHI_CAR,202110100car,2021,5,REG,PHI,CAR,DeVonta Smith,SmitDe07,0,1,0.111,0,102.3
2021_05_PHI_CAR,202110100car,2021,5,REG,PHI,CAR,Miles Sanders,SandMi01,0,0,0,0,79.2
2021_05_PHI_CAR,202110100car,2021,5,REG,PHI,CAR,Jalen Reagor,ReagJa00,0,1,0.2,0,72.1
2021_05_PHI_CAR,202110100car,2021,5,REG,PHI,CAR,Quez Watkins,WatkQu00,0,0,0,0,118.7
2021_05_PHI_CAR,202110100car,2021,5,REG,PHI,CAR,Dallas Goedert,GoedDa00,2,1,0.333,0,96.5
2021_05_PHI_CAR,202110100car,2021,5,REG,PHI,CAR,Zach Ertz,ErtzZa00,0,1,0.167,1,0
2021_05_PHI_CAR,202110100car,2021,5,REG,PHI,CAR,Kenneth Gainwell,GainKe00,0,1,0.333,0,42.4
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,Ja'Marr Chase,ChasJa00,1,1,0.1,0,137.5
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,Tee Higgins,HiggTe00,0,2,0.286,0,80.7
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,Tyler Boyd,BoydTy00,0,0,0,1,47.1
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,Samaje Perine,PeriSa00,0,0,0,0,126.2
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,Drew Sample,SampDr00,0,1,0.25,0,56.2
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,Chris Evans,EvanCh02,0,0,0,0,97.9
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,C.J. Uzomah,UzomC.00,0,0,0,0,100
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,Joe Mixon,MixoJo00,0,0,0,0,79.2
2021_05_GB_CIN,202110100cin,2021,5,REG,CIN,GB,Auden Tate,TateAu00,0,0,0,1,0
2021_05_GB_CIN,202110100cin,2021,5,REG,GB,CIN,Davante Adams,AdamDa01,0,0,0,1,106.2
2021_05_GB_CIN,202110100cin,2021,5,REG,GB,CIN,AJ Dillon,DillAJ00,0,0,0,0,157.3
2021_05_GB_CIN,202110100cin,2021,5,REG,GB,CIN,Aaron Jones,JoneAa00,0,0,0,0,79.2
2021_05_GB_CIN,202110100cin,2021,5,REG,GB,CIN,Randall Cobb,CobbRa00,0,0,0,0,99.3
