game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Ronald Darby,DarbRo00,0,13,4,0.308,77,19.3,5.9,0,52.4,15.9,69,8,0,0,0,0,0,6,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Jalen Mills,MillJa02,0,6,4,0.667,76,19,12.7,0,109.7,17.3,56,20,0,0,0,0,0,6,1,0.143
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Malcolm Jenkins,JenkMa99,0,4,3,0.75,32,10.7,8,0,97.9,10.3,25,7,1,0,0,0,0,3,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Corey Graham,GrahCo99,0,4,3,0.75,49,16.3,12.3,0,115.6,11.8,37,12,0,0,0,0,0,2,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Jordan Hicks,HickJo00,0,4,2,0.5,11,5.5,2.8,0,56.2,1,10,1,10,0,0,1.5,2,7,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Nathan Gerry,GerrNa00,0,3,2,0.667,11,5.5,3.7,0,72.9,3,8,3,1,0,0,0,0,1,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Rodney McLeod,McLeRo00,0,7,2,0.286,17,8.5,2.4,0,39.6,8.4,13,4,2,0,0,0,0,6,2,0.25
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Fletcher Cox,CoxxFl00,0,1,1,1,-7,-7,-7,0,79.2,-7,-7,0,0,1,3,1.5,6,3,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Sidney Jones,JoneSi00,0,4,1,0.25,5,5,1.3,0,39.6,4.8,2,3,0,0,0,0,0,4,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Chris Long,LongCh99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,5,4,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Destiny Vaeao,VaeaDe01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,1,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Brandon Graham,GrahBr99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Kamu Grugier-Hill,GrugKa00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,4,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Michael Bennett,BennMi99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,2,0.5
2018_01_ATL_PHI,201809060phi,2018,1,REG,PHI,ATL,Rasul Douglas,DougRa00,1,1,0,0,NA,NA,0,NA,0,11,NA,NA,0,0,0,0,0,0,0,NA
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Deion Jones,JoneDe01,1,7,5,0.714,25,5,3.6,0,36.9,4.7,21,4,2,0,0,0,0,9,1,0.1
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Robert Alford,AlfoRo00,0,6,4,0.667,26,6.5,4.3,0,75.7,14.8,24,2,0,0,0,0,0,4,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Ricardo Allen,AlleRi00,0,7,3,0.429,28,9.3,4,0,54.5,12.4,13,15,0,0,0,0,0,5,1,0.167
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Brian Poole,PoolBr01,0,3,2,0.667,14,7,4.7,0,77.1,2,2,12,2,0,0,1,1,6,1,0.143
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,De'Vondre Campbell,CampDe00,0,7,2,0.286,11,5.5,1.6,0,39.6,2.9,10,1,3,0,0,0,0,6,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Desmond Trufant,TrufDe00,0,5,2,0.4,17,8.5,3.4,0,49.6,11.8,10,7,0,0,0,0,0,6,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Duke Riley,RileDu00,0,2,1,0.5,5,5,2.5,0,56.2,10,1,4,1,0,0,0,0,2,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Keanu Neal,NealKe01,0,2,1,0.5,7,7,3.5,0,58.3,23,5,2,0,0,0,0,0,2,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Grady Jarrett,JarrGr00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,3,5,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Takkarist McKinley,McKiTa00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,1,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Vic Beasley,BeasVi00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,2,0.667
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Derrick Shelby,ShelDe00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,2,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Jack Crawford,CrawJa00,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0
2018_01_ATL_PHI,201809060phi,2018,1,REG,ATL,PHI,Damontae Kazee,KazeDa00,0,1,0,0,NA,NA,0,NA,39.6,18,NA,NA,0,0,0,0,0,3,1,0.25
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Maurice Canady,CanaMa00,0,2,2,1,24,12,12,0,116.7,12,24,0,0,0,0,0,0,4,0,0
2018_01_BUF_BAL,201809090rav,2018,1,REG,BAL,BUF,Tony Jefferson,JeffTo00,1,8,2,0.25,34,17,4.3,0,5.2,15,27,7,0,0,0,0,0,4,1,0.2
